distance,clock,feature_type,depth,length,width,survey_year,aligned_dist
1242.62,03:31:00,Cluster,11.0,8.17,5.95,2007,1006.1356898449224
1252.92,07:41:00,Cluster,10.0,5.48,5.26,2007,1016.4867003501752
1256.78,03:35:00,Cluster,10.0,1.02,2.2,2007,1020.3658169084541
1262.7,07:45:00,Cluster,11.0,25.08,6.14,2007,1026.315135567784
1264.27,03:17:00,metal loss,10.0,0.47,0.59,2007,1027.8929109554776
1265.9,03:20:00,Cluster,11.0,7.7,3.98,2007,1029.530983491746
1275.79,08:16:00,Cluster,10.0,5.03,3.86,2007,1039.4699634817407
1276.9,07:59:00,Cluster,11.0,9.19,5.01,2007,1040.5854607303652
1278.81,07:46:00,Cluster,10.0,5.35,9.59,2007,1042.5049199599798
1279.23,,Girth Weld,,,,2007,1042.927
1284.35,02:38:00,Cluster,11.0,2.45,7.96,2007,1048.0426512615536
1296.52,08:41:00,Cluster,10.0,1.68,5.01,2007,1060.2023145141143
1296.97,02:45:00,Cluster,10.0,2.5,3.56,2007,1060.6519323007744
1299.79,08:33:00,Cluster,10.0,5.15,4.65,2007,1063.469537097177
1302.67,01:57:00,metal loss,12.0,0.55,0.55,2007,1066.3470909318012
1319.26,,Girth Weld,,,,2007,1082.923
1322.91,09:33:00,Cluster,10.0,1.82,2.26,2007,1086.585583062703
1330.47,08:40:00,Cluster,10.0,9.49,7.52,2007,1094.171645515863
1341.04,12:49:00,Cluster,10.0,27.71,19.52,2007,1104.778084686485
1342.19,12:24:00,metal loss,10.0,0.59,0.71,2007,1105.9320492130903
1348.67,12:26:00,metal loss,10.0,0.55,0.71,2007,1112.434388458656
1349.99,01:40:00,Cluster,11.0,1.61,3.9,2007,1113.7589390457156
1359.24,08:48:00,Cluster,13.0,7.85,12.23,2007,1123.040827629278
1359.29,,Girth Weld,,,,2007,1123.091
1363.47,12:59:00,Cluster,10.0,3.68,17.3,2007,1127.2713135
1366.12,01:45:00,Cluster,12.0,13.34,14.31,2007,1129.9215122499998
1366.68,09:25:00,Cluster,12.0,2.83,3.31,2007,1130.48155425
1367.08,08:15:00,Cluster,11.0,44.24,12.19,2007,1130.8815842499998
1368.18,02:10:00,Cluster,11.0,26.45,12.59,2007,1131.98166675
1371.07,08:09:00,Cluster,10.0,14.12,13.51,2007,1134.8718835
1371.53,02:05:00,Cluster,13.0,12.13,11.86,2007,1135.3319179999999
1372.43,02:18:00,Cluster,10.0,15.32,11.54,2007,1136.2319855
1374.44,08:16:00,Cluster,10.0,7.01,11.81,2007,1138.24213625
1376.07,09:46:00,Cluster,11.0,1.7,1.82,2007,1139.8722585
1379.91,08:27:00,Cluster,10.0,6.49,11.08,2007,1143.7125465000001
1380.08,02:04:00,Cluster,11.0,13.16,12.61,2007,1143.88255925
1380.97,08:22:00,Cluster,10.0,5.74,2.72,2007,1144.772626
1381.24,03:04:00,Cluster,10.0,2.18,3.77,2007,1145.04264625
1382.61,02:04:00,Cluster,11.0,9.08,11.83,2007,1146.4127489999998
1383.64,08:21:00,Cluster,10.0,4.88,11.98,2007,1147.44282625
1389.89,01:56:00,Cluster,13.0,9.49,12.15,2007,1153.693295
1394.54,01:56:00,Cluster,10.0,7.66,14.01,2007,1158.34364375
1394.71,08:29:00,Cluster,11.0,13.49,11.29,2007,1158.5136565
1395.92,08:36:00,Cluster,11.0,4.52,9.59,2007,1159.72374725
1398.09,06:48:00,Cluster,11.0,5.52,20.09,2007,1161.89391
1398.71,08:22:00,Cluster,10.0,8.11,17.45,2007,1162.5139565000002
1398.71,02:13:00,Cluster,12.0,6.7,10.33,2007,1162.5139565000002
1398.73,05:53:00,Cluster,13.0,7.19,5.91,2007,1162.533958
1399.29,,Girth Weld,,,,2007,1163.094
1399.35,01:53:00,Cluster,11.0,5.58,13.26,2007,1163.1544747120681
1399.82,01:48:00,Cluster,10.0,12.95,14.68,2007,1163.6281932899349
1404.28,02:43:00,Cluster,10.0,1.58,6.47,2007,1168.1234802203305
1404.92,08:30:00,Cluster,11.0,3.47,2.81,2007,1168.7685438157237
1404.97,08:38:00,Cluster,10.0,6.19,10.12,2007,1168.8189394091137
1406.04,09:15:00,Cluster,10.0,5.17,8.04,2007,1169.8974051076616
1406.96,08:23:00,Cluster,10.0,17.59,13.24,2007,1170.8246840260392
1408.53,08:39:00,Cluster,10.0,9.12,11.21,2007,1172.4071056584878
1409.15,02:10:00,Cluster,10.0,6.43,5.91,2007,1173.0320110165248
1412.54,08:51:00,Cluster,11.0,18.37,11.52,2007,1176.4488322483726
1415.09,02:10:00,Cluster,10.0,4.85,6.79,2007,1179.0190075112669
1419.21,12:22:00,metal loss,10.0,0.67,0.71,2007,1183.17160440661
1419.48,08:29:00,Cluster,12.0,33.85,14.64,2007,1183.4437406109164
1423.37,01:53:00,Cluster,10.0,6.65,6.49,2007,1187.3645177766648
1424.4,08:42:00,Cluster,11.0,37.4,13.43,2007,1188.4026670005007
1425.43,02:17:00,Cluster,14.0,12.29,7.46,2007,1189.4408162243365
1428.94,01:54:00,Cluster,10.0,6.01,8.48,2007,1192.9785868803206
1429.49,01:49:00,Cluster,12.0,7.54,8.63,2007,1193.5329384076113
1430.91,02:09:00,Cluster,10.0,3.85,6.58,2007,1194.9641732598898
1432.34,01:44:00,Cluster,10.0,12.38,12.38,2007,1196.4054872308461
1433.32,11:41:00,metal loss-manufacturing anomaly,12.0,0.63,0.71,2007,1197.3932408612918
1435.54,01:56:00,Cluster,10.0,5.23,9.59,2007,1199.6308052078116
1438.5,01:51:00,Cluster,10.0,6.94,7.96,2007,1202.6142243365045
1438.75,08:03:00,Cluster,17.0,6.48,15.12,2007,1202.866202303455
1439.23,,Girth Weld,,,,2007,1203.35
1439.24,09:11:00,Cluster,12.0,5.89,7.73,2007,1203.3614262482167
1439.25,02:12:00,Cluster,10.0,4.03,5.74,2007,1203.3728524964336
1448.43,07:38:00,Cluster,10.0,1.15,3.46,2007,1213.8621483594864
1454.64,09:12:00,Cluster,11.0,3.89,10.58,2007,1220.9578485021398
1458.54,09:57:00,Cluster,10.0,0.62,1.8,2007,1225.4140853067045
1461.84,09:27:00,Cluster,11.0,8.21,8.67,2007,1229.1847472182594
1462.59,08:49:00,Cluster,10.0,11.21,11.42,2007,1230.041715834522
1463.37,01:04:00,Cluster,10.0,19.98,11.21,2007,1230.932963195435
1464.89,01:04:00,Cluster,10.0,13.72,11.71,2007,1232.6697529243938
1466.02,09:03:00,Cluster,10.0,21.9,12.67,2007,1233.9609189728958
1466.43,01:09:00,Cluster,10.0,10.44,10.05,2007,1234.429395149786
1473.88,01:26:00,Cluster,10.0,5.68,10.33,2007,1242.9419500713268
1474.28,,Girth Weld,,,,2007,1243.399
1477.89,09:03:00,Cluster,11.0,34.78,13.8,2007,1247.02795723931
1481.13,03:23:00,metal loss,10.0,0.59,0.55,2007,1250.2849714928732
1481.25,01:04:00,Cluster,10.0,5.84,12.13,2007,1250.4056016504126
1488.59,09:19:00,metal loss,10.0,0.51,0.63,2007,1257.7841462865715
1494.04,08:52:00,Cluster,11.0,20.58,12.23,2007,1263.2627659414852
1507.88,01:14:00,Cluster,10.0,7.0,7.88,2007,1277.175444111028
1510.97,01:46:00,Cluster,11.0,4.04,6.24,2007,1280.281670667667
1512.3,09:43:00,Cluster,10.0,4.52,6.97,2007,1281.6186549137283
1514.27,,Girth Weld,,,,2007,1283.599
1517.65,01:33:00,Cluster,10.0,12.73,8.61,2007,1286.9778178865852
1518.41,01:02:00,Cluster,10.0,10.87,6.7,2007,1287.7375520859357
1542.43,01:47:00,Cluster,10.0,6.01,5.8,2007,1311.7491513864602
1553.88,10:11:00,Cluster,10.0,4.56,8.27,2007,1323.1951468898328
1554.3,,Girth Weld,,,,2007,1323.615
1560.05,09:56:00,metal loss,11.0,0.75,0.55,2007,1329.3957625
1563.79,10:26:00,Cluster,10.0,10.93,6.66,2007,1333.1557715
1571.84,10:40:00,Cluster,11.0,4.52,3.33,2007,1341.2488389999999
1575.87,10:35:00,Cluster,15.0,7.39,6.91,2007,1345.3003995
1582.01,10:37:00,Cluster,10.0,3.26,4.34,2007,1351.4732485
1584.15,10:35:00,Cluster,14.0,3.89,3.14,2007,1353.6246975000001
1584.61,10:37:00,Cluster,11.0,13.44,6.97,2007,1354.0871585
1587.53,10:14:00,Cluster,10.0,4.07,6.97,2007,1357.0227805
1593.8,09:06:00,Cluster,10.0,5.5,16.65,2007,1363.326325
1594.3,,Girth Weld,,,,2007,1363.829
1595.0,08:21:00,Cluster,14.0,5.1,20.55,2007,1364.5276558603491
1595.1,06:57:00,metal loss,20.0,1.18,6.34,2007,1364.6274638403988
1609.99,12:24:00,metal loss,10.0,0.67,0.59,2007,1379.4888720698254
1628.77,10:29:00,Cluster,11.0,0.8,2.12,2007,1398.232810723192
1634.38,09:54:00,Cluster,10.0,5.09,11.1,2007,1403.83203840399
1634.4,,Girth Weld,,,,2007,1403.852
1634.41,12:16:00,Cluster,10.0,6.9,26.12,2007,1403.8620339067566
1635.31,12:19:00,Cluster,11.0,4.88,22.14,2007,1404.7650855148343
1673.93,09:27:00,Cluster,11.0,6.3,11.71,2007,1443.5160334081277
1674.51,09:47:00,Cluster,10.0,5.08,12.73,2007,1444.098
1674.51,,Girth Weld,,,,2007,1444.098
1696.83,12:20:00,Cluster,11.0,0.92,2.85,2007,1463.6257679999999
1714.09,09:52:00,Cluster,11.0,5.06,11.94,2007,1478.7265419999999
1714.51,,Girth Weld,,,,2007,1479.094
1754.45,,Girth Weld,,,,2007,1519.318
1790.51,11:07:00,Cluster,10.0,2.77,2.26,2007,1555.4077643821909
1794.43,,Girth Weld,,,,2007,1559.331
1821.46,,Girth Weld,,,,2007,1599.534
1861.47,,Girth Weld,,,,2007,1639.711
1901.36,,Girth Weld,,,,2007,1679.872
1940.19,,Girth Weld,,,,2007,1720.016
1980.16,,Girth Weld,,,,2007,1760.164
2020.22,,Girth Weld,,,,2007,1800.233
2060.32,,Girth Weld,,,,2007,1827.454
2100.43,,Girth Weld,,,,2007,1867.438
2104.45,11:59:00,metal loss,13.0,0.51,0.59,2007,1871.4727624281788
2112.13,11:54:00,Cluster,10.0,2.84,2.81,2007,1879.1809652760433
2113.52,06:42:00,metal loss,14.0,0.79,0.71,2007,1880.5760696977268
2114.25,11:06:00,metal loss,10.0,1.34,0.79,2007,1881.3087504371722
2118.73,06:09:00,Cluster,13.0,2.03,3.02,2007,1885.8052020984264
2120.53,12:49:00,metal loss,10.0,0.35,0.71,2007,1887.6118121408947
2121.87,12:44:00,Cluster,11.0,2.93,4.88,2007,1888.9567329502872
2123.05,04:56:00,metal loss,12.0,0.75,0.83,2007,1890.14106620035
2124.09,05:21:00,metal loss,10.0,0.71,0.71,2007,1891.1848853359982
2126.34,06:03:00,metal loss,11.0,0.79,1.14,2007,1893.4431478890833
2126.98,06:06:00,Cluster,22.0,1.81,2.98,2007,1894.0854981264054
2127.06,06:58:00,Cluster,11.0,2.38,2.05,2007,1894.1657919060704
2136.49,12:00:00,metal loss,15.0,0.75,0.71,2007,1903.6304211841116
2137.77,11:17:00,Cluster,12.0,4.24,4.38,2007,1904.9151216587559
2139.38,11:57:00,metal loss,11.0,0.43,0.71,2007,1906.5310339745192
2140.31,04:47:00,metal loss,12.0,0.67,0.71,2007,1907.4644491631275
2140.46,,Girth Weld,,,,2007,1907.615
2146.34,11:59:00,Cluster,10.0,1.81,1.4,2007,1913.3165734265735
2148.19,05:36:00,metal loss,19.0,0.79,0.55,2007,1915.1104358141858
2150.44,07:16:00,metal loss,10.0,0.71,0.71,2007,1917.2921603396603
2153.51,06:39:00,metal loss,15.0,0.91,0.91,2007,1920.2690022477525
2157.49,06:58:00,metal loss,25.0,0.71,0.63,2007,1924.1282305194802
2159.58,11:44:00,metal loss,10.0,1.26,1.06,2007,1926.1548101898102
2161.08,06:40:00,metal loss,17.0,0.63,0.55,2007,1927.6092932067932
2174.62,06:31:00,metal loss,12.0,0.87,0.91,2007,1940.7384265734265
2176.77,12:04:00,metal loss,14.0,0.59,0.79,2007,1942.8231855644356
2179.28,04:34:00,metal loss,10.0,0.59,0.71,2007,1945.2570204795206
2179.45,05:04:00,Cluster,11.0,2.76,4.38,2007,1945.4218618881118
2180.5,,Girth Weld,,,,2007,1946.44
2181.73,05:17:00,metal loss,12.0,1.61,0.83,2007,1947.6746044422262
2184.26,12:11:00,metal loss,10.0,0.51,0.71,2007,1950.214075368106
2192.61,07:18:00,metal loss,12.0,0.59,0.71,2007,1958.595333166958
2194.13,11:58:00,metal loss,11.0,0.71,0.59,2007,1960.1210232093838
2218.72,05:13:00,metal loss,12.0,0.98,0.71,2007,1984.8030746194158
2220.24,05:23:00,Cluster,16.0,3.12,2.77,2007,1986.3287646618414
2220.24,06:19:00,metal loss,11.0,0.91,0.59,2007,1986.3287646618414
2220.57,,Girth Weld,,,,2007,1986.66
2222.85,07:15:00,metal loss,15.0,0.55,0.71,2007,1988.9523707611152
2226.67,07:10:00,metal loss,10.0,0.59,0.71,2007,1992.7930972117558
2226.72,06:24:00,metal loss,10.0,0.91,0.63,2007,1992.8433685003765
2227.98,07:20:00,metal loss,12.0,0.63,0.71,2007,1994.1102049736246
2228.8,06:27:00,metal loss,10.0,0.71,0.71,2007,1994.9346541070083
2233.04,06:24:00,metal loss,13.0,0.79,0.94,2007,1999.1976593820646
2233.17,04:57:00,Cluster,11.0,1.76,1.11,2007,1999.3283647324793
2234.36,07:33:00,Cluster,11.0,2.12,0.73,2007,2000.5248214016578
2234.69,05:14:00,metal loss,12.0,0.63,0.71,2007,2000.856611906556
2235.25,06:23:00,metal loss,10.0,1.1,0.83,2007,2001.4196503391106
2238.9,05:19:00,Cluster,15.0,2.34,1.11,2007,2005.0894544084401
2241.2,04:59:00,metal loss,15.0,0.67,0.71,2007,2007.4019336850035
2241.84,05:26:00,metal loss,12.0,0.59,0.71,2007,2008.0454061793519
2243.92,06:21:00,metal loss,17.0,0.71,0.71,2007,2010.1366917859834
2244.89,06:11:00,metal loss,11.0,0.75,0.63,2007,2011.1119547852295
2247.01,05:31:00,metal loss,17.0,0.87,0.71,2007,2013.2434574227582
2248.76,06:26:00,metal loss,16.0,0.63,0.59,2007,2015.0029525244913
2249.29,06:01:00,metal loss,10.0,0.71,0.71,2007,2015.5358281838733
2249.5,06:28:00,metal loss,11.0,0.71,0.71,2007,2015.7469675960813
2253.91,05:23:00,metal loss,13.0,0.47,0.71,2007,2020.1808952524489
2255.76,05:25:00,Cluster,18.0,1.94,0.69,2007,2022.0409329314243
2257.41,06:25:00,metal loss,13.0,0.79,0.67,2007,2023.6998854559154
2258.13,04:55:00,Cluster,11.0,4.56,3.83,2007,2024.4237920120572
2260.11,05:32:00,Cluster,15.0,3.11,3.31,2007,2026.414535041447
2260.38,,Girth Weld,,,,2007,2026.686
2260.47,05:35:00,Cluster,13.0,1.57,4.48,2007,2026.7764986274017
2262.01,07:07:00,metal loss,10.0,0.67,0.71,2007,2028.3250306962816
2263.98,05:57:00,Cluster,13.0,1.66,0.69,2007,2030.3059450960818
2266.01,11:47:00,metal loss,10.0,0.47,0.71,2007,2032.3471919141502
2267.26,06:03:00,metal loss,10.0,0.79,0.59,2007,2033.6041172947344
2268.51,05:25:00,metal loss,12.0,0.55,0.71,2007,2034.8610426753182
2270.99,06:27:00,Cluster,10.0,1.86,1.43,2007,2037.3547826303966
2290.43,05:30:00,Cluster,10.0,3.88,0.71,2007,2056.902486149239
2290.98,05:42:00,Cluster,12.0,1.62,3.27,2007,2057.455533316696
2300.05,05:52:00,Cluster,15.0,4.56,4.34,2007,2066.5757838782138
2300.12,03:49:00,Cluster,16.0,4.03,8.09,2007,2066.646171699526
2300.45,,Girth Weld,,,,2007,2066.978
2302.29,05:47:00,metal loss,13.0,0.67,0.71,2007,2074.065807507219
2310.0,06:09:00,metal loss,10.0,1.02,0.87,2007,2103.7652617901826
2310.53,06:03:00,metal loss,14.0,0.98,0.87,2007,2105.806858517806
2310.84,,Girth Weld,,,,2007,2107.001
2350.86,,Girth Weld,,,,2007,2147.28
2358.48,,Bend,,,,2007,2167.5372589641433
2365.92,,Girth Weld,,,,2007,2187.316
2368.29,05:40:00,Cluster,13.0,5.62,5.97,2007,2191.3226941176467
2389.72,,Girth Weld,,,,2007,2227.552
2429.86,,Girth Weld,,,,2007,2267.425
2469.96,,Girth Weld,,,,2007,2307.736
2510.05,,Girth Weld,,,,2007,2318.048
2550.13,,Girth Weld,,,,2007,2358.294
2590.23,,Girth Weld,,,,2007,2373.494
2630.32,,Girth Weld,,,,2007,2397.247
2670.39,,Girth Weld,,,,2007,2437.32
2710.45,,Girth Weld,,,,2007,2477.585
2750.53,,Girth Weld,,,,2007,2517.612
2790.6,,Girth Weld,,,,2007,2557.89
2830.64,,Girth Weld,,,,2007,2597.992
2870.64,,Girth Weld,,,,2007,2638.248
2874.56,,Bend,,,,2007,2657.2287536231884
2878.92,,Girth Weld,,,,2007,2678.34
2909.7,,Girth Weld,,,,2007,2718.55
2949.73,,Girth Weld,,,,2007,2758.642
2982.66,11:01:00,metal loss,10.0,0.51,0.71,2007,2791.813574611918
2989.67,,Girth Weld,,,,2007,2798.875
2991.42,09:37:00,Cluster,12.0,0.77,1.72,2007,2800.6344998743402
2991.61,09:42:00,metal loss,13.0,0.55,0.55,2007,2800.825531289269
2993.61,09:30:00,Cluster,10.0,1.58,1.36,2007,2802.8363882885146
2993.91,02:16:00,Cluster,12.0,1.63,0.67,2007,2803.138016838401
2994.5,09:17:00,Cluster,10.0,4.84,2.81,2007,2803.7312196531793
3002.07,08:30:00,metal loss,10.0,0.51,0.55,2007,2811.3423133953256
3002.24,08:29:00,metal loss,11.0,0.67,0.71,2007,2811.513236240261
3018.05,03:09:00,metal loss,10.0,0.63,0.63,2007,2827.4090608193014
3019.88,08:31:00,Cluster,10.0,1.76,1.24,2007,2829.2489949736114
3029.46,,Girth Weld,,,,2007,2838.881
3051.05,04:35:00,Cluster,10.0,4.02,0.71,2007,2860.58815503876
3054.83,04:18:00,Cluster,10.0,3.74,1.05,2007,2864.3886666666667
3055.25,04:22:00,metal loss,11.0,0.67,0.71,2007,2864.8109457364344
3056.51,04:17:00,Cluster,11.0,3.52,0.69,2007,2866.077782945737
3056.8,07:17:00,Cluster,11.0,4.99,3.83,2007,2866.3693565891476
3057.87,04:12:00,Cluster,11.0,3.41,1.2,2007,2867.445162790698
3058.36,04:17:00,metal loss,12.0,0.71,0.55,2007,2867.937821705427
3058.57,03:57:00,Cluster,11.0,6.88,2.77,2007,2868.1489612403107
3059.08,07:18:00,Cluster,11.0,9.0,3.37,2007,2868.6617286821706
3059.27,04:14:00,metal loss,10.0,0.91,0.71,2007,2868.8527596899226
3059.76,03:47:00,Cluster,11.0,13.36,5.59,2007,2869.3454186046515
3059.92,07:18:00,Cluster,11.0,7.37,3.88,2007,2869.5062868217055
3060.69,07:42:00,Cluster,15.0,7.08,1.34,2007,2870.280465116279
3061.38,07:39:00,Cluster,15.0,11.11,2.28,2007,2870.974209302326
3061.47,03:59:00,Cluster,15.0,4.7,5.41,2007,2871.0646976744188
3061.97,03:37:00,Cluster,10.0,6.55,5.03,2007,2871.5674108527132
3062.41,07:34:00,Cluster,13.0,5.17,3.33,2007,2872.0097984496124
3063.09,07:39:00,Cluster,11.0,5.63,3.44,2007,2872.6934883720933
3063.55,03:46:00,Cluster,11.0,4.67,2.98,2007,2873.1559844961243
3069.07,08:17:00,Cluster,12.0,4.69,5.59,2007,2878.705937984497
3069.45,,Girth Weld,,,,2007,2879.088
3075.31,12:00:00,Tap,,,,2007,2880.367078848561
3109.4,,Girth Weld,,,,2007,2887.808
3147.83,,Girth Weld,,,,2007,2918.661
3187.86,,Girth Weld,,,,2007,2959.016
3227.9,,Girth Weld,,,,2007,2998.999
3267.93,,Girth Weld,,,,2007,3038.99
3307.98,,Girth Weld,,,,2007,3079.016
3347.22,03:48:00,metal loss,14.0,1.18,2.24,2007,3118.2921884346956
3347.3,07:29:00,metal loss,11.0,0.71,0.94,2007,3118.37226221336
3348.1,,Girth Weld,,,,2007,3119.173
3388.15,,Girth Weld,,,,2007,3157.615
3406.04,05:32:00,Cluster,18.0,2.56,2.85,2007,3175.6047118220445
3427.3,07:45:00,metal loss,12.0,0.87,1.93,2007,3196.983206698326
3428.16,,Girth Weld,,,,2007,3197.848
3468.12,,Girth Weld,,,,2007,3237.874
3508.11,,Girth Weld,,,,2007,3278.153
3548.05,,Girth Weld,,,,2007,3318.268
3588.09,,Girth Weld,,,,2007,3358.632
3628.09,,Girth Weld,,,,2007,3398.691
3668.09,,Girth Weld,,,,2007,3438.924
3708.03,,Girth Weld,,,,2007,3478.907
3742.6,,Girth Weld,,,,2007,3519.14
3782.11,,Girth Weld,,,,2007,3559.19
3822.05,,Girth Weld,,,,2007,3599.577
3862.02,,Girth Weld,,,,2007,3639.669
3901.98,,Girth Weld,,,,2007,3679.925
3941.95,,Girth Weld,,,,2007,3719.918
3981.92,,Girth Weld,,,,2007,3754.76
4021.85,,Girth Weld,,,,2007,3794.413
4061.77,,Girth Weld,,,,2007,3834.682
4089.87,,Girth Weld,,,,2007,3874.675
4129.81,,Girth Weld,,,,2007,3914.888
4169.72,,Girth Weld,,,,2007,3954.915
4209.61,,Girth Weld,,,,2007,3995.279
4249.57,,Girth Weld,,,,2007,4035.348
4289.56,,Girth Weld,,,,2007,4075.758
4329.71,,Girth Weld,,,,2007,4103.93
4369.88,,Girth Weld,,,,2007,4144.272
4409.94,,Girth Weld,,,,2007,4184.344
4450.01,,Girth Weld,,,,2007,4224.61
4490.05,,Girth Weld,,,,2007,4264.659
4530.09,,Girth Weld,,,,2007,4304.892
4530.89,04:11:00,metal loss,15.0,1.02,2.32,2007,4305.693278082876
4570.15,,Girth Weld,,,,2007,4345.016
4609.09,06:16:00,Cluster,17.0,3.47,6.35,2007,4384.230321259056
4610.18,,Girth Weld,,,,2007,4385.328
4650.21,,Girth Weld,,,,2007,4425.41
4690.15,,Girth Weld,,,,2007,4465.666
4730.12,,Girth Weld,,,,2007,4505.659
4770.09,,Girth Weld,,,,2007,4545.915
4810.08,,Girth Weld,,,,2007,4585.961
4850.01,,Girth Weld,,,,2007,4626.175
4890.05,,Girth Weld,,,,2007,4666.155
4918.04,,Girth Weld,,,,2007,4706.312
4957.85,06:00:00,Cathodic Protection Point,,,,2007,4746.27876373213
4957.91,,Girth Weld,,,,2007,4746.339
4997.71,,Girth Weld,,,,2007,4786.608
5024.29,03:43:00,metal loss-manufacturing anomaly,15.0,0.67,0.55,2007,4815.723692686935
5034.22,,Girth Weld,,,,2007,4826.601
5074.25,,Girth Weld,,,,2007,4866.811
5104.73,,Girth Weld,,,,2007,4906.837
5144.75,,Girth Weld,,,,2007,4934.977
