distance,clock,feature_type,depth,length,width,survey_year,aligned_dist
3388.53,,GirthWeld,,,,2015,3237.874
3428.63,,GirthWeld,,,,2015,3278.153
3468.67,,GirthWeld,,,,2015,3318.268
3508.76,,GirthWeld,,,,2015,3358.632
3548.87,,GirthWeld,,,,2015,3398.691
3588.86,,GirthWeld,,,,2015,3438.924
3628.88,,GirthWeld,,,,2015,3478.907
3668.93,,GirthWeld,,,,2015,3519.14
3708.93,,GirthWeld,,,,2015,3559.19
3743.6,,GirthWeld,,,,2015,3599.577
3783.21,,GirthWeld,,,,2015,3639.669
3823.24,,GirthWeld,,,,2015,3679.925
3863.29,,GirthWeld,,,,2015,3719.918
3903.31,,GirthWeld,,,,2015,3754.76
3943.33,,GirthWeld,,,,2015,3794.413
3983.39,,GirthWeld,,,,2015,3834.682
4023.46,,GirthWeld,,,,2015,3874.675
4063.6,,GirthWeld,,,,2015,3914.888
4091.65,,GirthWeld,,,,2015,3954.915
4131.8,,GirthWeld,,,,2015,3995.279
4171.86,,GirthWeld,,,,2015,4035.348
4211.84,,GirthWeld,,,,2015,4075.758
4251.81,,GirthWeld,,,,2015,4103.93
4291.8,,GirthWeld,,,,2015,4144.272
4331.8,,GirthWeld,,,,2015,4184.344
4371.82,,GirthWeld,,,,2015,4224.61
4411.8,,GirthWeld,,,,2015,4264.659
4451.84,,GirthWeld,,,,2015,4304.892
4491.84,,GirthWeld,,,,2015,4345.016
4531.86,,GirthWeld,,,,2015,4385.328
4571.9,,GirthWeld,,,,2015,4425.41
4611.9,,GirthWeld,,,,2015,4465.666
4651.91,,GirthWeld,,,,2015,4505.659
4691.76,,GirthWeld,,,,2015,4545.915
4731.85,,GirthWeld,,,,2015,4585.961
4771.94,,GirthWeld,,,,2015,4626.175
4811.94,,GirthWeld,,,,2015,4666.155
4851.93,,GirthWeld,,,,2015,4706.312
4891.97,,GirthWeld,,,,2015,4746.339
4919.95,,GirthWeld,,,,2015,4786.608
4959.83,,GirthWeld,,,,2015,4826.601
4999.69,,GirthWeld,,,,2015,4866.811
5036.21,,GirthWeld,,,,2015,4906.837
5076.28,,GirthWeld,,,,2015,4934.977
5106.79,,GirthWeld,,,,2015,4974.915
5146.85,,GirthWeld,,,,2015,5014.777
5186.99,,GirthWeld,,,,2015,5051.453
5207.38,,AGM,,,,2015,5072.489550657387
5225.78,,GirthWeld,,,,2015,5091.473
5265.88,,GirthWeld,,,,2015,5122.129
5305.93,,GirthWeld,,,,2015,5162.129
5346.04,,GirthWeld,,,,2015,5202.421
5386.2,,GirthWeld,,,,2015,5241.112
5426.28,,GirthWeld,,,,2015,5281.358
5449.19,,GirthWeld,,,,2015,5321.371
5489.32,,GirthWeld,,,,2015,5361.64
5529.39,,GirthWeld,,,,2015,5401.709
5552.35,,GirthWeld,,,,2015,5441.942
5592.44,,GirthWeld,,,,2015,5464.879
5607.75,,GirthWeld,,,,2015,5504.948
5647.81,,GirthWeld,,,,2015,5545.246
5687.87,,GirthWeld,,,,2015,5568.114
5727.92,,GirthWeld,,,,2015,5608.422
5754.37,,GirthWeld,,,,2015,5623.77
5794.37,,GirthWeld,,,,2015,5663.783
5834.42,,GirthWeld,,,,2015,5704.072
5874.45,,GirthWeld,,,,2015,5744.088
5914.54,,GirthWeld,,,,2015,5770.673
5954.62,,GirthWeld,,,,2015,5810.689
5994.65,,GirthWeld,,,,2015,5850.922
6034.71,,GirthWeld,,,,2015,5890.948
6071.64,,GirthWeld,,,,2015,5931.27
6111.68,,GirthWeld,,,,2015,5971.417
6151.73,,GirthWeld,,,,2015,6011.706
6191.74,,GirthWeld,,,,2015,6051.742
6231.78,,GirthWeld,,,,2015,6088.871
6271.85,,GirthWeld,,,,2015,6128.885
6311.77,,GirthWeld,,,,2015,6169.108
6351.91,,GirthWeld,,,,2015,6209.101
6392.02,,GirthWeld,,,,2015,6249.38
6411.38,,GirthWeld,,,,2015,6289.528
6451.32,,GirthWeld,,,,2015,6329.902
6491.33,,GirthWeld,,,,2015,6370.016
6531.29,,GirthWeld,,,,2015,6410.272
6571.3,,GirthWeld,,,,2015,6429.573
6611.29,,GirthWeld,,,,2015,6469.754
6651.22,,GirthWeld,,,,2015,6509.747
6691.21,,GirthWeld,,,,2015,6549.938
6731.14,,GirthWeld,,,,2015,6589.941
6771.13,,GirthWeld,,,,2015,6630.154
6803.11,,GirthWeld,,,,2015,6670.148
6843.2,,GirthWeld,,,,2015,6710.384
6863.86,,GirthWeld,,,,2015,6750.322
6903.85,,GirthWeld,,,,2015,6790.528
6943.85,,GirthWeld,,,,2015,6822.477
6983.77,,GirthWeld,,,,2015,6862.73
7016.64,,GirthWeld,,,,2015,6883.323
7056.65,,GirthWeld,,,,2015,6923.57
7096.68,,GirthWeld,,,,2015,6963.648
7136.64,,GirthWeld,,,,2015,7003.783
7176.67,,GirthWeld,,,,2015,7036.673
7216.73,,GirthWeld,,,,2015,7076.916
7256.79,,GirthWeld,,,,2015,7116.932
7296.84,,GirthWeld,,,,2015,7157.156
7301.09,12:00:00,Tap,,,,2015,7161.403452547453
7303.08,12:00:00,Tap,,,,2015,7163.39225974026
7336.88,,GirthWeld,,,,2015,7197.172
7376.98,,GirthWeld,,,,2015,7237.395
7417.07,,GirthWeld,,,,2015,7277.539
7457.04,,GirthWeld,,,,2015,7317.677
7497.1,,GirthWeld,,,,2015,7357.779
7537.23,,GirthWeld,,,,2015,7398.035
7577.32,,GirthWeld,,,,2015,7438.028
7617.42,,GirthWeld,,,,2015,7478.209
7657.51,,GirthWeld,,,,2015,7518.245
7697.63,,GirthWeld,,,,2015,7558.501
7737.73,,GirthWeld,,,,2015,7598.504
7777.78,,GirthWeld,,,,2015,7638.806
7788.68,,GirthWeld,,,,2015,7678.904
7828.78,,GirthWeld,,,,2015,7719.337
7868.87,,GirthWeld,,,,2015,7759.528
7908.95,,GirthWeld,,,,2015,7799.803
7948.8,,GirthWeld,,,,2015,7810.676
7988.9,,GirthWeld,,,,2015,7850.725
8029.06,,GirthWeld,,,,2015,7890.958
8069.19,,GirthWeld,,,,2015,7931.007
8109.22,,GirthWeld,,,,2015,7971.188
8149.3,,GirthWeld,,,,2015,8011.411
8189.36,,GirthWeld,,,,2015,8051.841
8229.44,,GirthWeld,,,,2015,8091.932
8269.53,,GirthWeld,,,,2015,8132.146
8309.59,,GirthWeld,,,,2015,8172.172
8349.7,,GirthWeld,,,,2015,8212.405
8366.7,,AGM,,,,2015,8229.393533599801
8389.73,,GirthWeld,,,,2015,8252.408
8429.85,,GirthWeld,,,,2015,8292.644
8455.03,,GirthWeld,,,,2015,8332.69
8495.11,,GirthWeld,,,,2015,8372.904
8535.2,,GirthWeld,,,,2015,8412.917
8575.28,,GirthWeld,,,,2015,8453.317
8615.33,,GirthWeld,,,,2015,8478.458
8655.39,,GirthWeld,,,,2015,8518.694
8694.21,,GirthWeld,,,,2015,8558.825
8734.21,,GirthWeld,,,,2015,8598.999
8774.28,,GirthWeld,,,,2015,8638.993
8814.34,,GirthWeld,,,,2015,8679.259
8854.31,,GirthWeld,,,,2015,8717.995
8894.31,,GirthWeld,,,,2015,8758.228
8934.36,,GirthWeld,,,,2015,8798.222
8972.21,,GirthWeld,,,,2015,8838.533
9012.46,,GirthWeld,,,,2015,8878.425
9052.64,,GirthWeld,,,,2015,8918.652
9092.72,,GirthWeld,,,,2015,8958.599
9132.76,,GirthWeld,,,,2015,8996.68
9172.79,,GirthWeld,,,,2015,9036.857
9212.83,,GirthWeld,,,,2015,9077.192
9252.81,,GirthWeld,,,,2015,9117.224
9292.73,,GirthWeld,,,,2015,9157.484
9317.77,12:00:00,Tee,,,,2015,9182.419874501993
9332.89,,GirthWeld,,,,2015,9197.477
9373.09,,GirthWeld,,,,2015,9237.71
9412.95,,GirthWeld,,,,2015,9277.759
9418.91,,Bend,,,,2015,9299.590279344857
9423.94,,GirthWeld,,,,2015,9318.015
9452.13,09:26:00,metal loss,16.0,2.09,1.89,2015,9345.886613927165
9452.84,01:38:00,metal loss,13.0,1.1,1.58,2015,9346.588594980314
9453.04,02:58:00,metal loss,13.0,1.34,1.73,2015,9346.786336122048
9458.19,08:07:00,metal loss,17.0,1.22,1.81,2015,9351.878170521653
9458.78,08:05:00,metal loss,30.0,0.63,1.34,2015,9352.461506889764
9459.51,07:54:00,metal loss,23.0,0.94,1.69,2015,9353.183262057086
9459.88,05:14:00,metal loss,35.0,0.94,1.42,2015,9353.54908316929
9460.01,06:02:00,metal loss,39.0,1.42,1.81,2015,9353.677614911418
9464.58,,GirthWeld,,,,2015,9358.196
9481.55,,GirthWeld,,,,2015,9398.517
9502.04,,GirthWeld,,,,2015,9438.609
9542.13,,GirthWeld,,,,2015,9449.938
9582.24,,GirthWeld,,,,2015,9490.161
9622.29,,GirthWeld,,,,2015,9507.274
9662.34,,GirthWeld,,,,2015,9527.835
9698.96,,GirthWeld,,,,2015,9568.114
9739.09,,GirthWeld,,,,2015,9608.248
9779.3,,GirthWeld,,,,2015,9648.55
9783.62,,Bend,,,,2015,9670.524509505707
9787.19,,GirthWeld,,,,2015,9688.684
9802.28,,GirthWeld,,,,2015,9725.354
9837.86,,Attachment,,,,2015,9760.95087940075
9839.56,,Area Start Tee,,,,2015,9762.651685892635
9840.23,12:00:00,Tee,,,,2015,9763.32200374532
9841.02,,Area End Tee,,,,2015,9764.112378526843
9842.33,,GirthWeld,,,,2015,9765.423
9846.62,,Attachment,,,,2015,9769.987982525816
9880.1,,GirthWeld,,,,2015,9805.614
9920.18,,GirthWeld,,,,2015,9814.134
9960.23,,GirthWeld,,,,2015,9829.226
10000.25,,GirthWeld,,,,2015,9869.36
10040.32,,GirthWeld,,,,2015,9907.32
10080.65,,GirthWeld,,,,2015,9947.346
10119.99,06:21:00,cluster,20.0,0.96,4.86,2015,9986.545743500867
10121.04,,GirthWeld,,,,2015,9987.592
10134.53,,GirthWeld,,,,2015,10027.575
10174.6,,GirthWeld,,,,2015,10067.785
10214.78,,GirthWeld,,,,2015,10108.022
10254.92,,GirthWeld,,,,2015,10148.504
10295.13,,GirthWeld,,,,2015,10161.969
10335.22,,GirthWeld,,,,2015,10202.014
10375.3,,GirthWeld,,,,2015,10242.503
10395.84,,GirthWeld,,,,2015,10282.746
10435.89,,GirthWeld,,,,2015,10323.176
10460.1,,AGM,,,,2015,10347.369091045148
10475.98,,GirthWeld,,,,2015,10363.238
10515.15,04:28:00,metal loss,10.0,0.94,2.36,2015,10402.564484394507
10516.03,,GirthWeld,,,,2015,10403.448
10556.14,,GirthWeld,,,,2015,10423.888
10584.12,06:13:00,metal loss,12.0,1.02,1.73,2015,10451.884012440907
10584.2,04:33:00,metal loss,10.0,0.79,1.5,2015,10451.96405822344
10584.2,05:41:00,metal loss,13.0,0.59,0.98,2015,10451.96405822344
10584.75,07:08:00,metal loss,13.0,0.79,1.18,2015,10452.514372978354
10586.57,04:20:00,cluster,33.0,1.8,3.5,2015,10454.335414530979
10586.97,04:26:00,metal loss,12.0,1.3,2.09,2015,10454.735643443642
10587.15,06:02:00,metal loss,12.0,0.59,1.42,2015,10454.915746454342
10587.34,04:23:00,metal loss,20.0,0.47,1.26,2015,10455.105855187858
10587.56,04:35:00,metal loss,13.0,0.55,0.98,2015,10455.325981089823
10587.75,04:17:00,metal loss,10.0,1.18,1.1,2015,10455.51608982334
10587.92,04:21:00,metal loss,13.0,0.43,1.22,2015,10455.686187111223
10587.98,04:16:00,metal loss,22.0,1.18,2.21,2015,10455.746221448122
10588.2,04:06:00,metal loss,13.0,0.94,1.69,2015,10455.966347350088
10588.47,04:14:00,cluster,45.0,1.85,2.37,2015,10456.236501866137
10588.75,04:25:00,metal loss,16.0,0.51,1.97,2015,10456.516662105001
10588.9,04:30:00,metal loss,19.0,0.47,0.91,2015,10456.66674794725
10589.03,04:37:00,metal loss,20.0,1.18,2.4,2015,10456.796822343867
10589.43,05:52:00,metal loss,10.0,1.65,2.21,2015,10457.197051256533
10593.83,06:00:00,Attachment,,,,2015,10461.599569295846
10595.34,06:32:00,metal loss,13.0,0.47,1.02,2015,10463.110433441156
10595.48,06:25:00,metal loss,35.0,1.02,2.6,2015,10463.250513560588
10595.49,03:47:00,metal loss,50.0,0.67,2.17,2015,10463.260519283403
10596.33,,GirthWeld,,,,2015,10464.101
10597.14,05:16:00,metal loss,11.0,0.55,1.89,2015,10464.910049675487
10597.21,06:00:00,Attachment,,,,2015,10464.979967548677
10630.49,12:00:00,Tap,,,,2015,10498.220922116825
10632.49,12:00:00,Tap,,,,2015,10500.218575636545
10636.39,,GirthWeld,,,,2015,10504.114
10676.48,,GirthWeld,,,,2015,10544.373
10716.58,,GirthWeld,,,,2015,10584.4
10755.34,,GirthWeld,,,,2015,10624.797
10755.92,05:13:00,cluster,20.0,1.8,2.89,2015,10625.966871717172
10756.35,03:58:00,metal loss,10.0,0.75,1.46,2015,10626.83419040404
10775.14,,GirthWeld,,,,2015,10664.734
10815.48,,GirthWeld,,,,2015,10705.0
10855.52,,GirthWeld,,,,2015,10744.993
10895.55,,GirthWeld,,,,2015,10783.993
10935.57,,GirthWeld,,,,2015,10803.701
10975.62,,GirthWeld,,,,2015,10844.173
11015.67,,GirthWeld,,,,2015,10884.232
11055.71,,GirthWeld,,,,2015,10924.511
11060.0,03:24:00,metal loss manufacturing,15.0,0.39,0.63,2015,10928.799284428895
11095.72,,GirthWeld,,,,2015,10964.505
11135.74,,GirthWeld,,,,2015,11004.708
11175.73,,GirthWeld,,,,2015,11044.678
11215.76,,GirthWeld,,,,2015,11084.888
11255.83,,GirthWeld,,,,2015,11124.872
11295.9,,GirthWeld,,,,2015,11165.039
11335.96,,GirthWeld,,,,2015,11204.957
11376.04,,GirthWeld,,,,2015,11245.148
11416.08,,GirthWeld,,,,2015,11285.151
11456.24,,GirthWeld,,,,2015,11325.331
11496.38,,GirthWeld,,,,2015,11365.348
11536.46,,GirthWeld,,,,2015,11405.538
11576.56,,GirthWeld,,,,2015,11445.617
11615.85,09:59:00,metal loss,10.0,0.51,1.42,2015,11485.786314387213
11615.97,,GirthWeld,,,,2015,11485.909
11655.8,,GirthWeld,,,,2015,11525.978
11695.83,,GirthWeld,,,,2015,11566.211
11735.85,,GirthWeld,,,,2015,11606.348
11775.89,,GirthWeld,,,,2015,11645.869
11815.91,,GirthWeld,,,,2015,11685.709
11855.91,,GirthWeld,,,,2015,11725.919
11895.94,,GirthWeld,,,,2015,11765.915
11936.0,,GirthWeld,,,,2015,11806.148
11976.04,,GirthWeld,,,,2015,11846.276
12016.1,,GirthWeld,,,,2015,11886.519
12056.09,,GirthWeld,,,,2015,11926.588
12096.09,,GirthWeld,,,,2015,11966.814
12136.11,,GirthWeld,,,,2015,12006.808
12176.05,,GirthWeld,,,,2015,12047.041
12195.91,10:32:00,metal loss,10.0,2.21,1.61,2015,12066.901
12216.01,,GirthWeld,,,,2015,12087.001
12256.05,,GirthWeld,,,,2015,12127.215
12296.1,,GirthWeld,,,,2015,12167.185
12336.12,,GirthWeld,,,,2015,12207.398
12376.08,,GirthWeld,,,,2015,12247.411
12409.59,,GirthWeld,,,,2015,12287.733
12427.16,07:54:00,metal loss manufacturing,16.0,2.17,1.73,2015,12305.45528507014
12449.51,,GirthWeld,,,,2015,12327.999
12489.48,,GirthWeld,,,,2015,12368.301
12529.5,,GirthWeld,,,,2015,12408.337
12569.49,,GirthWeld,,,,2015,12442.031
12597.28,,GirthWeld,,,,2015,12482.077
12637.46,,GirthWeld,,,,2015,12522.172
12644.17,,Bend,,,,2015,12543.312726771655
12650.16,,GirthWeld,,,,2015,12562.185
12679.07,,GirthWeld,,,,2015,12602.411
12719.12,,GirthWeld,,,,2015,12630.131
12759.17,,GirthWeld,,,,2015,12670.335
12799.18,,GirthWeld,,,,2015,12683.547
12839.18,,GirthWeld,,,,2015,12712.287
12879.25,,GirthWeld,,,,2015,12752.3
12919.27,,GirthWeld,,,,2015,12792.523
12959.37,,GirthWeld,,,,2015,12832.559
12999.29,,GirthWeld,,,,2015,12872.74
13035.04,,GirthWeld,,,,2015,12912.874
13075.02,,GirthWeld,,,,2015,12952.946
13115.05,,GirthWeld,,,,2015,12992.982
13155.1,,GirthWeld,,,,2015,13033.13
13155.91,03:20:00,metal loss,12.0,0.59,1.34,2015,13033.852610584123
13155.93,07:07:00,metal loss,24.0,1.61,3.7,2015,13033.870452820767
13156.18,03:29:00,metal loss,23.0,0.67,1.3,2015,13034.09348077883
13195.16,,GirthWeld,,,,2015,13068.868
13235.17,,GirthWeld,,,,2015,13109.101
13275.22,,GirthWeld,,,,2015,13149.108
13315.19,,GirthWeld,,,,2015,13189.386
13355.24,,GirthWeld,,,,2015,13229.432
13394.44,06:05:00,metal loss,10.0,0.63,1.22,2015,13268.662258964145
13394.44,01:43:00,metal loss,25.0,0.71,3.23,2015,13268.662258964145
13395.4,,GirthWeld,,,,2015,13269.623
13403.12,,Bend,,,,2015,13291.24655276031
13409.71,,GirthWeld,,,,2015,13309.705
13450.09,,GirthWeld,,,,2015,13349.895
13490.17,,GirthWeld,,,,2015,13389.898
13530.24,,GirthWeld,,,,2015,13430.112
13570.27,,GirthWeld,,,,2015,13445.292
13610.44,,GirthWeld,,,,2015,13485.449
13618.82,,AGM,,,,2015,13494.441788897784
13645.56,03:40:00,metal loss,11.0,0.71,1.46,2015,13523.13715585802
13645.75,05:19:00,metal loss,16.0,0.55,1.02,2015,13523.341049639712
13647.91,,GirthWeld,,,,2015,13525.659
13686.89,,GirthWeld,,,,2015,13565.719
13726.94,,GirthWeld,,,,2015,13606.043
13751.23,,GirthWeld,,,,2015,13646.132
13791.16,,GirthWeld,,,,2015,13684.049
13831.31,,GirthWeld,,,,2015,13723.045
13852.54,01:36:00,metal loss,10.0,0.39,0.59,2015,13744.324212113659
13853.79,01:28:00,metal loss,14.0,1.26,0.79,2015,13745.577109670989
13853.93,10:36:00,metal loss,14.0,0.47,0.94,2015,13745.717434197408
13871.43,,GirthWeld,,,,2015,13763.258
13911.58,,GirthWeld,,,,2015,13787.523
13951.67,,GirthWeld,,,,2015,13827.74
13962.95,,GirthWeld,,,,2015,13867.785
14002.02,06:45:00,metal loss,12.0,0.51,1.26,2015,13906.9758752495
14003.03,,GirthWeld,,,,2015,13907.989
14030.23,,GirthWeld,,,,2015,13948.045
14037.59,,Bend,,,,2015,13969.342370770339
14044.12,,GirthWeld,,,,2015,13988.238
14057.38,,GirthWeld,,,,2015,13999.413
14097.51,,GirthWeld,,,,2015,14039.659
14137.56,,GirthWeld,,,,2015,14066.778
14177.74,,GirthWeld,,,,2015,14081.283
14185.37,,Bend,,,,2015,14087.840910798122
14192.65,,GirthWeld,,,,2015,14094.098
14215.54,,GirthWeld,,,,2015,14134.386
14255.62,,GirthWeld,,,,2015,14174.39
14295.73,,GirthWeld,,,,2015,14214.583
14335.77,,GirthWeld,,,,2015,14230.112
14375.79,,GirthWeld,,,,2015,14252.726
14415.89,,GirthWeld,,,,2015,14292.874
14455.91,,GirthWeld,,,,2015,14333.281
14495.99,,GirthWeld,,,,2015,14373.33
14536.06,,GirthWeld,,,,2015,14413.576
14576.18,,GirthWeld,,,,2015,14453.602
14616.24,,GirthWeld,,,,2015,14493.891
14630.88,06:27:00,Dent,,27.54,8.38,2015,14508.531730356697
14656.33,,GirthWeld,,,,2015,14533.983
14696.18,,GirthWeld,,,,2015,14574.216
14703.07,,GirthWeld,,,,2015,14614.327
14741.05,,GirthWeld,,,,2015,14654.652
14751.62,09:41:00,metal loss,29.0,0.71,1.18,2015,14668.938985820394
14751.84,09:40:00,metal loss,29.0,0.83,1.38,2015,14669.236349763674
14753.1,02:35:00,metal loss,19.0,0.67,1.1,2015,14670.939434166105
14753.35,02:37:00,cluster,16.0,1.64,1.17,2015,14671.277347738016
14753.65,02:36:00,metal loss,22.0,0.98,1.38,2015,14671.682844024308
14753.91,02:19:00,metal loss,12.0,0.47,0.94,2015,14672.034274139096
14754.98,09:48:00,metal loss,12.0,2.21,1.18,2015,14673.480544226873
14757.57,09:29:00,metal loss,11.0,0.94,2.01,2015,14676.981328831871
14770.67,,GirthWeld,,,,2015,14694.688
14776.84,,GirthWeld,,,,2015,14734.944
14816.3,,GirthWeld,,,,2015,14741.844
14856.33,,GirthWeld,,,,2015,14779.826
14896.33,,GirthWeld,,,,2015,14809.695
14902.4,,GirthWeld,,,,2015,14815.751
14909.43,02:22:00,metal loss,11.0,0.67,1.18,2015,14830.243052083335
14921.6,,GirthWeld,,,,2015,14855.331
14932.19,01:18:00,metal loss,27.0,0.55,1.3,2015,14867.029790761617
14934.69,12:47:00,metal loss,14.0,1.89,2.17,2015,14869.791544954634
14945.13,01:04:00,metal loss,36.0,0.59,1.26,2015,14881.324630464667
14945.33,01:18:00,metal loss,44.0,0.71,1.38,2015,14881.54557080011
14957.97,,GirthWeld,,,,2015,14895.509
14960.09,06:45:00,metal loss,19.0,1.89,0.59,2015,14901.536050318924
14960.67,04:46:00,metal loss,10.0,0.75,3.19,2015,14903.184960311837
14960.83,05:21:00,metal loss,10.0,1.3,3.42,2015,14903.63983203402
14960.84,,Area Start Installation,,,,2015,14903.668261516657
14960.87,05:14:00,metal loss,24.0,1.02,0.59,2015,14903.753549964567
14961.27,04:46:00,metal loss,13.0,1.26,1.42,2015,14904.890729270024
14961.58,03:00:00,Tap,,,,2015,14905.772043231751
14964.96,,Valve,,,,2015,14915.381208362862
