distance,clock,feature_type,depth,length,width,survey_year
608.73,,Girth Weld,,,,2022
609.058,10:18:00,Metal Loss,13.0,3.8,1.3,2022
609.17,04:22:00,Metal Loss,13.0,10.4,4.0,2022
609.364,08:19:00,Metal Loss,18.0,4.1,4.6,2022
610.059,03:03:00,Metal Loss,21.0,4.5,3.8,2022
638.602,,Start Repair Marker,,,,2022
639.085,05:41:00,Metal Loss,33.0,2.4,1.5,2022
639.094,03:01:00,Metal Loss,17.0,2.6,3.6,2022
639.177,04:35:00,Metal Loss,25.0,3.0,3.1,2022
639.357,05:00:00,Attachment,,,,2022
639.816,,End Repair Marker,,,,2022
640.072,,Girth Weld,,,,2022
644.836,,Bend,,,,2022
649.675,,Girth Weld,,,,2022
653.793,,Bend,,,,2022
657.119,05:50:00,Metal Loss,39.0,3.1,3.7,2022
657.956,,Girth Weld,,,,2022
658.333,09:02:00,Metal Loss,23.0,5.2,5.1,2022
658.576,10:15:00,Metal Loss,17.0,3.3,3.4,2022
671.037,04:55:00,Metal Loss,17.0,8.1,6.9,2022
671.365,08:56:00,Metal Loss,26.0,12.1,10.2,2022
672.979,,Girth Weld,,,,2022
677.152,,Bend,,,,2022
681.214,,Girth Weld,,,,2022
681.726,03:10:00,Metal Loss,24.0,3.3,6.5,2022
689.987,,Girth Weld,,,,2022
700.266,,Girth Weld,,,,2022
700.371,,AGM,,,,2022
740.325,,Girth Weld,,,,2022
746.05,,Bend,,,,2022
751.785,,Girth Weld,,,,2022
757.835,,Girth Weld,,,,2022
772.854,,Field Bend,,,,2022
788.563,,Girth Weld,,,,2022
789.035,04:51:00,Metal Loss,12.0,18.5,4.1,2022
792.402,04:41:00,Metal Loss,14.0,22.9,4.2,2022
795.64,04:58:00,Metal Loss,13.0,13.5,4.1,2022
797.054,04:54:00,Metal Loss,10.0,10.4,5.0,2022
802.421,04:47:00,Metal Loss,12.0,14.0,1.1,2022
807.822,04:48:00,Metal Loss,16.0,7.0,1.8,2022
814.35,04:51:00,Metal Loss,12.0,10.2,1.3,2022
824.36,05:02:00,Metal Loss,10.0,20.0,1.6,2022
826.404,,Girth Weld,,,,2022
866.627,,Girth Weld,,,,2022
906.709,,Girth Weld,,,,2022
932.083,06:07:00,Metal Loss,11.0,8.2,2.4,2022
946.798,,Girth Weld,,,,2022
953.104,,Bend,,,,2022
958.524,02:02:00,Metal Loss,23.0,4.8,3.8,2022
959.331,,Girth Weld,,,,2022
959.997,03:20:00,Metal Loss,28.0,15.0,7.2,2022
988.99,,Girth Weld,,,,2022
995.863,,Bend,,,,2022
1002.749,,Girth Weld,,,,2022
1012.694,,Field Bend,,,,2022
1042.927,,Girth Weld,,,,2022
1082.923,,Girth Weld,,,,2022
1123.091,,Girth Weld,,,,2022
1163.094,,Girth Weld,,,,2022
1191.788,04:20:00,Metal Loss,13.0,6.1,2.9,2022
1193.35,04:27:00,Metal Loss,14.0,3.3,0.9,2022
1194.163,04:31:00,Metal Loss,11.0,2.3,1.9,2022
1195.889,04:29:00,Metal Loss,13.0,0.7,2.2,2022
1196.178,04:24:00,Metal Loss,14.0,0.6,0.7,2022
1196.414,04:28:00,Metal Loss,11.0,0.7,1.0,2022
1197.336,04:17:00,Metal Loss,11.0,0.6,0.2,2022
1197.887,04:19:00,Metal Loss,12.0,10.4,3.1,2022
1200.469,05:51:00,Metal Loss,11.0,8.3,1.7,2022
1200.607,04:18:00,Metal Loss,12.0,2.6,1.6,2022
1201.335,05:54:00,Metal Loss,11.0,1.2,2.6,2022
1202.021,05:55:00,Metal Loss,18.0,4.3,2.2,2022
1203.35,,Girth Weld,,,,2022
1204.603,05:43:00,Metal Loss,13.0,0.5,0.7,2022
1207.49,05:48:00,Metal Loss,12.0,0.6,0.9,2022
1207.726,05:56:00,Metal Loss,18.0,4.2,3.9,2022
1208.248,05:59:00,Metal Loss,14.0,1.0,3.1,2022
1208.707,06:01:00,Metal Loss,14.0,9.0,3.3,2022
1209.767,05:55:00,Metal Loss,18.0,0.4,1.5,2022
1210.246,06:07:00,Metal Loss,12.0,0.5,0.5,2022
1210.951,06:07:00,Metal Loss,13.0,5.8,0.9,2022
1212.149,05:53:00,Metal Loss,18.0,5.1,2.0,2022
1212.887,05:52:00,Metal Loss,14.0,5.6,2.9,2022
1213.57,06:00:00,Metal Loss,13.0,9.6,4.3,2022
1214.626,06:03:00,Metal Loss,10.0,5.0,3.0,2022
1217.598,05:54:00,Metal Loss,11.0,5.0,1.8,2022
1218.251,06:05:00,Metal Loss,15.0,1.3,1.4,2022
1218.773,05:50:00,Metal Loss,16.0,3.4,2.5,2022
1219.623,06:00:00,Metal Loss,15.0,8.9,3.5,2022
1220.551,05:46:00,Metal Loss,12.0,0.7,0.2,2022
1221.821,05:53:00,Metal Loss,11.0,0.7,0.5,2022
1222.119,05:58:00,Metal Loss,14.0,4.3,1.5,2022
1223.14,06:04:00,Metal Loss,13.0,6.5,3.0,2022
1224.596,06:16:00,Metal Loss,14.0,0.4,0.5,2022
1225.246,06:03:00,Metal Loss,11.0,2.9,3.6,2022
1225.925,06:07:00,Metal Loss,19.0,0.4,2.8,2022
1227.602,06:10:00,Metal Loss,11.0,2.2,2.8,2022
1228.986,05:57:00,Metal Loss,11.0,3.5,3.5,2022
1241.355,06:24:00,Metal Loss,12.0,1.9,1.3,2022
1242.343,06:27:00,Metal Loss,15.0,7.4,3.0,2022
1243.399,,Girth Weld,,,,2022
1283.599,,Girth Weld,,,,2022
1323.615,,Girth Weld,,,,2022
1363.829,,Girth Weld,,,,2022
1403.852,,Girth Weld,,,,2022
1444.098,,Girth Weld,,,,2022
1449.14,01:02:00,Seam Weld Manufacturing Anomaly,,7.5,,2022
1451.64,01:24:00,Seam Weld Manufacturing Anomaly,,5.4,,2022
1459.432,01:26:00,Metal Loss,13.0,7.2,2.3,2022
1463.136,01:00:00,Metal Loss,18.0,6.5,2.2,2022
1471.148,01:11:00,Metal Loss,15.0,6.0,1.4,2022
1479.094,,Girth Weld,,,,2022
1519.318,,Girth Weld,,,,2022
1559.331,,Girth Weld,,,,2022
1599.534,,Girth Weld,,,,2022
1639.711,,Girth Weld,,,,2022
1678.927,06:45:00,Metal Loss,18.0,2.2,1.7,2022
1679.626,08:01:00,Metal Loss,18.0,3.3,3.2,2022
1679.872,,Girth Weld,,,,2022
1680.213,07:46:00,Metal Loss,29.0,10.3,5.3,2022
1680.709,12:31:00,Metal Loss,22.0,2.3,3.1,2022
1680.778,09:30:00,Metal Loss,30.0,1.7,1.5,2022
1680.892,06:39:00,Metal Loss,22.0,3.4,2.6,2022
1681.184,04:50:00,Metal Loss,22.0,1.4,1.3,2022
1720.016,,Girth Weld,,,,2022
1760.164,,Girth Weld,,,,2022
1800.233,,Girth Weld,,,,2022
1813.038,11:26:00,Seam Weld Manufacturing Anomaly,,4.9,,2022
1827.454,,Girth Weld,,,,2022
1867.438,,Girth Weld,,,,2022
1883.1,,Field Bend,,,,2022
1907.615,,Girth Weld,,,,2022
1946.44,,Girth Weld,,,,2022
1986.66,,Girth Weld,,,,2022
2026.686,,Girth Weld,,,,2022
2066.978,,Girth Weld,,,,2022
2103.645,11:39:00,Metal Loss,25.0,1.2,2.1,2022
2104.938,11:42:00,Metal Loss,19.0,1.2,1.2,2022
2105.118,12:34:00,Metal Loss,19.0,3.0,1.1,2022
2105.367,11:44:00,Metal Loss,13.0,1.0,1.3,2022
2106.148,11:41:00,Metal Loss,23.0,1.0,1.1,2022
2107.001,,Girth Weld,,,,2022
2111.266,11:57:00,Metal Loss,19.0,2.0,0.8,2022
2113.625,11:57:00,Metal Loss,26.0,1.6,0.5,2022
2116.434,12:03:00,Metal Loss,11.0,4.2,1.3,2022
2118.222,12:02:00,Metal Loss,19.0,2.0,1.1,2022
2118.927,11:54:00,Metal Loss,19.0,1.3,2.4,2022
2120.712,11:57:00,Metal Loss,21.0,1.3,1.8,2022
2130.22,11:53:00,Metal Loss,13.0,2.3,1.5,2022
2130.256,12:58:00,Metal Loss,23.0,8.1,2.4,2022
2130.869,11:47:00,Metal Loss,21.0,4.4,2.6,2022
2131.486,11:47:00,Metal Loss,30.0,3.3,2.6,2022
2132.188,11:56:00,Metal Loss,28.0,0.6,1.1,2022
2133.848,11:47:00,Metal Loss,35.0,0.5,0.7,2022
2141.998,11:51:00,Metal Loss,17.0,1.2,0.9,2022
2142.503,11:48:00,Metal Loss,18.0,4.6,1.5,2022
2143.245,11:52:00,Metal Loss,42.0,0.7,0.8,2022
2144.606,11:24:00,Metal Loss,25.0,4.8,4.7,2022
2147.28,,Girth Weld,,,,2022
2150.925,11:29:00,Metal Loss,11.0,5.3,1.7,2022
2153.222,11:52:00,Metal Loss,28.0,0.9,0.9,2022
2155.052,05:23:00,Metal Loss,23.0,1.0,0.8,2022
2155.978,11:33:00,Metal Loss,14.0,0.9,1.2,2022
2156.253,11:34:00,Metal Loss,14.0,8.5,2.9,2022
2159.675,11:59:00,Metal Loss,15.0,1.9,1.5,2022
2159.98,11:28:00,Metal Loss,16.0,1.3,0.9,2022
2162.293,11:29:00,Metal Loss,27.0,0.7,0.9,2022
2165.869,11:49:00,Metal Loss,42.0,7.7,4.6,2022
2174.606,10:12:00,Metal Loss,14.0,2.1,1.0,2022
2175.748,11:58:00,Metal Loss,14.0,2.5,1.4,2022
2180.295,11:20:00,Metal Loss,19.0,5.0,0.8,2022
2183.586,11:42:00,Metal Loss,20.0,1.7,1.6,2022
2187.316,,Girth Weld,,,,2022
2188.773,04:39:00,Metal Loss,32.0,1.1,0.7,2022
2195.65,11:44:00,Metal Loss,26.0,0.7,0.3,2022
2198.681,11:32:00,Metal Loss,24.0,0.9,1.1,2022
2210.804,05:49:00,Metal Loss,18.0,1.0,1.1,2022
2213.691,11:50:00,Metal Loss,11.0,3.9,0.9,2022
2215.751,05:49:00,Metal Loss,22.0,0.9,1.1,2022
2222.26,05:58:00,Metal Loss,21.0,5.3,1.2,2022
2222.917,05:58:00,Metal Loss,14.0,0.9,0.5,2022
2223.812,05:58:00,Metal Loss,24.0,1.1,0.8,2022
2224.337,05:58:00,Metal Loss,18.0,0.6,0.9,2022
2227.552,,Girth Weld,,,,2022
2228.32,05:39:00,Metal Loss,14.0,3.2,5.2,2022
2228.402,11:33:00,Metal Loss,18.0,22.3,6.9,2022
2233.734,05:54:00,Metal Loss,24.0,1.1,1.1,2022
2235.787,05:57:00,Metal Loss,26.0,1.4,1.1,2022
2240.085,05:58:00,Metal Loss,41.0,0.7,0.7,2022
2240.354,04:29:00,Metal Loss,32.0,3.2,1.3,2022
2241.824,05:58:00,Metal Loss,30.0,0.9,0.8,2022
2242.293,05:57:00,Metal Loss,32.0,1.2,1.0,2022
2243.248,04:39:00,Metal Loss,37.0,0.8,0.7,2022
2246.115,04:45:00,Metal Loss,52.0,1.3,0.7,2022
2255.696,06:05:00,Metal Loss,22.0,15.6,2.2,2022
2260.151,06:01:00,Metal Loss,22.0,1.5,0.6,2022
2261.995,06:35:00,Metal Loss,26.0,1.0,0.9,2022
2264.826,04:48:00,Metal Loss,24.0,10.9,2.2,2022
2267.425,,Girth Weld,,,,2022
2270.394,05:12:00,Metal Loss,16.0,7.6,1.7,2022
2271.26,05:17:00,Metal Loss,27.0,1.2,1.0,2022
2271.526,04:34:00,Metal Loss,19.0,5.2,1.0,2022
2271.939,05:16:00,Metal Loss,29.0,1.0,0.7,2022
2272.552,04:52:00,Metal Loss,19.0,1.5,0.8,2022
2276.969,04:56:00,Metal Loss,11.0,5.4,1.5,2022
2278.127,06:08:00,Metal Loss,34.0,1.3,0.9,2022
2279.085,04:53:00,Metal Loss,19.0,2.2,1.0,2022
2281.194,06:15:00,Metal Loss,20.0,2.2,1.2,2022
2284.577,04:54:00,Metal Loss,16.0,1.7,1.1,2022
2286.739,04:57:00,Metal Loss,21.0,1.7,1.1,2022
2295.108,04:57:00,Metal Loss,12.0,6.3,0.9,2022
2296.847,05:01:00,Metal Loss,14.0,4.7,2.3,2022
2297.976,05:03:00,Metal Loss,29.0,1.9,0.6,2022
2302.69,05:35:00,Metal Loss,13.0,1.0,1.2,2022
2303.32,05:21:00,Metal Loss,21.0,0.9,0.7,2022
2304.518,05:34:00,Metal Loss,16.0,4.3,0.9,2022
2305.328,05:34:00,Metal Loss,19.0,2.1,0.9,2022
2307.736,,Girth Weld,,,,2022
2312.041,05:26:00,Metal Loss,20.0,2.3,0.9,2022
2316.404,05:08:00,Metal Loss,35.0,1.0,0.9,2022
2317.051,05:21:00,Metal Loss,28.0,5.4,3.8,2022
2318.048,,Girth Weld,,,,2022
2349.406,05:15:00,Seam Weld Manufacturing Anomaly,,12.9,,2022
2351.073,05:12:00,Seam Weld Manufacturing Anomaly,,11.7,,2022
2358.294,,Girth Weld,,,,2022
2365.768,,Bend,,,,2022
2373.494,,Girth Weld,,,,2022
2381.581,06:48:00,Metal Loss,11.0,2.9,0.9,2022
2382.211,06:49:00,Metal Loss,13.0,2.4,1.7,2022
2384.488,07:03:00,Metal Loss,12.0,13.9,2.5,2022
2384.692,04:13:00,Metal Loss,13.0,5.2,1.0,2022
2386.447,07:07:00,Metal Loss,10.0,3.5,0.4,2022
2389.984,03:53:00,Metal Loss,11.0,14.4,1.1,2022
2392.887,03:44:00,Metal Loss,11.0,1.1,0.5,2022
2395.131,03:39:00,Metal Loss,11.0,1.1,0.5,2022
2397.247,,Girth Weld,,,,2022
2437.32,,Girth Weld,,,,2022
2477.585,,Girth Weld,,,,2022
2517.612,,Girth Weld,,,,2022
2557.89,,Girth Weld,,,,2022
2597.992,,Girth Weld,,,,2022
2638.248,,Girth Weld,,,,2022
2678.34,,Girth Weld,,,,2022
2718.55,,Girth Weld,,,,2022
2758.642,,Girth Weld,,,,2022
2798.875,,Girth Weld,,,,2022
2838.881,,Girth Weld,,,,2022
2850.423,,Field Bend,,,,2022
2869.377,,Field Bend,,,,2022
2879.088,,Girth Weld,,,,2022
2883.432,,Bend,,,,2022
2887.808,,Girth Weld,,,,2022
2909.787,,Field Bend,,,,2022
2918.661,,Girth Weld,,,,2022
2928.75,,Field Bend,,,,2022
2959.016,,Girth Weld,,,,2022
2970.515,,Field Bend,,,,2022
2998.999,,Girth Weld,,,,2022
3038.99,,Girth Weld,,,,2022
3071.181,,Field Bend,,,,2022
3079.016,,Girth Weld,,,,2022
3085.059,12:00:00,Tap,,,,2022
3119.173,,Girth Weld,,,,2022
3149.495,,Field Bend,,,,2022
3157.615,,Girth Weld,,,,2022
3163.169,06:09:00,Metal Loss Manufacturing Anomaly,26.0,0.4,0.6,2022
3163.461,05:58:00,Metal Loss Manufacturing Anomaly,20.0,0.7,1.1,2022
3197.848,,Girth Weld,,,,2022
3237.874,,Girth Weld,,,,2022
3268.045,,Field Bend,,,,2022
3278.153,,Girth Weld,,,,2022
3289.718,,Field Bend,,,,2022
3310.387,,Field Bend,,,,2022
3318.268,,Girth Weld,,,,2022
3357.569,07:27:00,Metal Loss,22.0,6.8,5.0,2022
3357.828,04:00:00,Metal Loss,30.0,2.1,1.4,2022
3358.632,,Girth Weld,,,,2022
3398.691,,Girth Weld,,,,2022
3415.236,05:55:00,Metal Loss,22.0,3.3,3.1,2022
3416.762,05:40:00,Metal Loss,26.0,2.7,3.7,2022
3419.108,04:56:00,Metal Loss,20.0,6.3,2.7,2022
3427.49,,Field Bend,,,,2022
3438.005,08:44:00,Metal Loss,18.0,1.7,2.4,2022
3438.041,07:24:00,Metal Loss,19.0,3.8,5.2,2022
3438.225,03:01:00,Metal Loss,22.0,1.5,1.9,2022
3438.264,04:36:00,Metal Loss,18.0,3.4,1.5,2022
3438.343,05:18:00,Metal Loss,19.0,15.4,13.6,2022
3438.701,03:02:00,Metal Loss,23.0,6.3,4.5,2022
3438.747,11:59:00,Metal Loss,17.0,2.8,3.8,2022
3438.924,,Girth Weld,,,,2022
3478.907,,Girth Weld,,,,2022
3493.471,12:42:00,Metal Loss,13.0,8.9,1.8,2022
3503.865,12:13:00,Metal Loss,13.0,4.8,1.2,2022
3519.14,,Girth Weld,,,,2022
3559.19,,Girth Weld,,,,2022
3582.247,,Field Bend,,,,2022
3599.577,,Girth Weld,,,,2022
3619.859,,Field Bend,,,,2022
3639.669,,Girth Weld,,,,2022
3679.925,,Girth Weld,,,,2022
3719.918,,Girth Weld,,,,2022
3754.76,,Girth Weld,,,,2022
3794.413,,Girth Weld,,,,2022
3834.682,,Girth Weld,,,,2022
3874.675,,Girth Weld,,,,2022
3914.888,,Girth Weld,,,,2022
3927.133,10:16:00,Metal Loss,12.0,6.0,3.1,2022
3934.744,10:28:00,Metal Loss,13.0,4.6,2.2,2022
3954.915,,Girth Weld,,,,2022
3995.279,,Girth Weld,,,,2022
4013.921,,Field Bend,,,,2022
4035.348,,Girth Weld,,,,2022
4075.758,,Girth Weld,,,,2022
4092.566,12:01:00,Metal Loss,22.0,0.7,1.0,2022
4093.015,12:02:00,Metal Loss,25.0,0.7,1.2,2022
4094.98,,AGM,,,,2022
4103.93,,Girth Weld,,,,2022
4144.272,,Girth Weld,,,,2022
4157.041,,Field Bend,,,,2022
4184.344,,Girth Weld,,,,2022
4224.61,,Girth Weld,,,,2022
4264.659,,Girth Weld,,,,2022
4304.892,,Girth Weld,,,,2022
4336.056,,Start Sleeve,,,,2022
4338.514,,End Sleeve,,,,2022
4345.016,,Girth Weld,,,,2022
4351.693,,Field Bend,,,,2022
4385.328,,Girth Weld,,,,2022
4425.41,,Girth Weld,,,,2022
4431.506,,Field Bend,,,,2022
4451.184,11:23:00,Seam Weld Manufacturing Anomaly,,5.4,,2022
4462.694,11:28:00,Seam Weld Manufacturing Anomaly,,9.3,,2022
4465.666,,Girth Weld,,,,2022
4479.252,,Field Bend,,,,2022
4505.659,,Girth Weld,,,,2022
4544.777,06:29:00,Metal Loss,22.0,5.4,8.7,2022
4544.888,02:05:00,Metal Loss,25.0,2.2,2.3,2022
4544.934,08:05:00,Metal Loss,22.0,1.6,1.7,2022
4544.97,03:27:00,Metal Loss,22.0,3.3,4.5,2022
4545.915,,Girth Weld,,,,2022
4546.637,07:35:00,Metal Loss,11.0,4.3,2.3,2022
4546.729,03:33:00,Metal Loss,30.0,2.6,1.9,2022
4568.373,06:30:00,Metal Loss,16.0,3.6,2.8,2022
4585.961,,Girth Weld,,,,2022
4621.762,,Start Recoat,,,,2022
4622.789,05:40:00,Metal Loss,36.0,4.2,5.4,2022
4625.108,05:26:00,Metal Loss,12.0,3.9,5.2,2022
4625.144,06:28:00,Metal Loss,20.0,2.8,2.4,2022
4626.175,,Girth Weld,,,,2022
4626.175,,End Recoat,,,,2022
4666.155,,Girth Weld,,,,2022
4706.312,,Girth Weld,,,,2022
4735.531,08:48:00,Seam Weld Manufacturing Anomaly,,12.3,,2022
4746.339,,Girth Weld,,,,2022
4786.608,,Girth Weld,,,,2022
4826.601,,Girth Weld,,,,2022
4853.652,,Field Bend,,,,2022
4866.811,,Girth Weld,,,,2022
4906.837,,Girth Weld,,,,2022
4917.359,07:54:00,Metal Loss,16.0,9.1,2.0,2022
4919.993,07:57:00,Metal Loss,14.0,9.1,2.7,2022
4921.519,07:46:00,Metal Loss,14.0,11.1,3.0,2022
4933.458,08:14:00,Metal Loss,13.0,13.7,3.1,2022
4934.977,,Girth Weld,,,,2022
4974.915,,Girth Weld,,,,2022
4985.935,10:41:00,Metal Loss,16.0,6.3,1.4,2022
4989.685,10:38:00,Metal Loss,14.0,6.6,1.7,2022
4999.331,10:52:00,Metal Loss,12.0,6.5,1.3,2022
5014.777,,Girth Weld,,,,2022
5050.472,04:58:00,Metal Loss,19.0,1.3,1.8,2022
5051.119,04:55:00,Metal Loss,12.0,2.2,2.4,2022
5051.453,,Girth Weld,,,,2022
5091.473,,Girth Weld,,,,2022
5122.129,,Girth Weld,,,,2022
5162.129,,Girth Weld,,,,2022
5202.421,,Girth Weld,,,,2022
5217.3,,AGM,,,,2022
5241.112,,Girth Weld,,,,2022
5281.358,,Girth Weld,,,,2022
5310.472,06:16:00,Metal Loss,33.0,2.9,2.3,2022
5311.135,06:38:00,Metal Loss,20.0,3.3,2.2,2022
5312.018,05:39:00,Metal Loss,21.0,4.4,1.4,2022
5315.315,05:31:00,Metal Loss,13.0,1.5,0.9,2022
5315.866,05:28:00,Metal Loss,16.0,1.3,1.2,2022
5316.194,05:25:00,Metal Loss,13.0,2.1,1.1,2022
5321.371,,Girth Weld,,,,2022
5322.31,05:25:00,Metal Loss,11.0,8.3,3.0,2022
5324.547,05:34:00,Metal Loss,25.0,3.2,1.5,2022
5325.151,05:28:00,Metal Loss,17.0,1.0,3.1,2022
5325.469,05:34:00,Metal Loss,37.0,6.9,2.8,2022
5326.345,05:28:00,Metal Loss,43.0,2.3,2.3,2022
5326.808,05:27:00,Metal Loss,34.0,14.4,3.9,2022
5327.192,06:29:00,Metal Loss,23.0,2.2,2.0,2022
5327.736,06:26:00,Metal Loss,22.0,5.6,2.0,2022
5328.504,06:46:00,Metal Loss,10.0,6.2,2.3,2022
5329.268,05:10:00,Metal Loss,16.0,6.8,3.5,2022
5330.581,06:15:00,Metal Loss,27.0,22.0,3.9,2022
5331.257,05:29:00,Metal Loss,20.0,2.5,1.8,2022
5331.657,05:26:00,Metal Loss,27.0,3.5,2.2,2022
5332.674,06:24:00,Metal Loss,17.0,2.4,1.9,2022
5333.018,05:24:00,Metal Loss,23.0,0.9,1.1,2022
5333.35,06:34:00,Metal Loss,35.0,13.9,4.4,2022
5333.757,05:18:00,Metal Loss,19.0,2.2,1.0,2022
5334.134,05:20:00,Metal Loss,35.0,11.3,2.7,2022
5334.993,06:45:00,Metal Loss,28.0,1.9,1.6,2022
5335.322,06:43:00,Metal Loss,34.0,2.9,2.1,2022
5337.106,07:01:00,Metal Loss,18.0,2.3,2.0,2022
5340.784,05:04:00,Metal Loss,16.0,2.2,1.6,2022
5341.234,05:09:00,Metal Loss,24.0,2.5,2.0,2022
5341.736,05:13:00,Metal Loss,26.0,3.1,3.0,2022
5342.349,05:37:00,Metal Loss,20.0,4.3,2.4,2022
5342.562,06:42:00,Metal Loss,18.0,1.8,1.9,2022
5345.22,05:15:00,Dent,,,,2022
5359.567,05:24:00,Metal Loss,25.0,1.1,1.3,2022
5359.918,05:34:00,Metal Loss,15.0,6.8,3.8,2022
5360.472,04:26:00,Metal Loss,11.0,4.2,0.9,2022
5360.548,01:02:00,Metal Loss,25.0,2.2,2.1,2022
5361.64,,Girth Weld,,,,2022
5362.575,12:47:00,Metal Loss,18.0,1.6,1.7,2022
5362.598,04:09:00,Metal Loss,13.0,1.3,1.0,2022
5362.717,02:25:00,Metal Loss,21.0,1.6,1.2,2022
5364.567,05:33:00,Metal Loss,25.0,25.0,8.4,2022
5364.629,07:00:00,Metal Loss,16.0,2.6,4.0,2022
5367.966,06:49:00,Metal Loss,18.0,1.6,1.6,2022
5375.436,,Field Bend,,,,2022
5378.737,05:36:00,Metal Loss,24.0,1.9,2.2,2022
5379.262,06:55:00,Metal Loss,19.0,2.4,2.1,2022
5379.751,07:14:00,Metal Loss,47.0,20.2,10.0,2022
5380.43,04:25:00,Metal Loss,49.0,29.8,6.4,2022
5381.122,05:52:00,Metal Loss,25.0,24.2,7.4,2022
