distance,clock,feature_type,depth,length,width,survey_year
2630.08,,GirthWeld,,,,2015
2670.11,,GirthWeld,,,,2015
2710.16,,GirthWeld,,,,2015
2750.26,,GirthWeld,,,,2015
2790.34,,GirthWeld,,,,2015
2830.42,,GirthWeld,,,,2015
2870.53,,GirthWeld,,,,2015
2874.78,,Bend,,,,2015
2878.59,,GirthWeld,,,,2015
2909.79,,GirthWeld,,,,2015
2949.78,,GirthWeld,,,,2015
2989.81,,GirthWeld,,,,2015
3029.58,,GirthWeld,,,,2015
3036.06,,AGM,,,,2015
3069.62,,GirthWeld,,,,2015
3075.49,12:00:00,Tap,,,,2015
3109.62,,GirthWeld,,,,2015
3148.08,,GirthWeld,,,,2015
3188.15,,GirthWeld,,,,2015
3228.27,,GirthWeld,,,,2015
3268.31,,GirthWeld,,,,2015
3308.39,,GirthWeld,,,,2015
3348.46,,GirthWeld,,,,2015
3388.53,,GirthWeld,,,,2015
3428.63,,GirthWeld,,,,2015
3468.67,,GirthWeld,,,,2015
3508.76,,GirthWeld,,,,2015
3548.87,,GirthWeld,,,,2015
3588.86,,GirthWeld,,,,2015
3628.88,,GirthWeld,,,,2015
3668.93,,GirthWeld,,,,2015
3708.93,,GirthWeld,,,,2015
3743.6,,GirthWeld,,,,2015
3783.21,,GirthWeld,,,,2015
3823.24,,GirthWeld,,,,2015
3863.29,,GirthWeld,,,,2015
3903.31,,GirthWeld,,,,2015
3943.33,,GirthWeld,,,,2015
3983.39,,GirthWeld,,,,2015
4023.46,,GirthWeld,,,,2015
4063.6,,GirthWeld,,,,2015
4091.65,,GirthWeld,,,,2015
4131.8,,GirthWeld,,,,2015
4171.86,,GirthWeld,,,,2015
4211.84,,GirthWeld,,,,2015
4251.81,,GirthWeld,,,,2015
4291.8,,GirthWeld,,,,2015
4331.8,,GirthWeld,,,,2015
4371.82,,GirthWeld,,,,2015
4411.8,,GirthWeld,,,,2015
4451.84,,GirthWeld,,,,2015
4491.84,,GirthWeld,,,,2015
4531.86,,GirthWeld,,,,2015
4571.9,,GirthWeld,,,,2015
4611.9,,GirthWeld,,,,2015
4651.91,,GirthWeld,,,,2015
4691.76,,GirthWeld,,,,2015
4731.85,,GirthWeld,,,,2015
4771.94,,GirthWeld,,,,2015
4811.94,,GirthWeld,,,,2015
4851.93,,GirthWeld,,,,2015
4891.97,,GirthWeld,,,,2015
4919.95,,GirthWeld,,,,2015
4959.83,,GirthWeld,,,,2015
4999.69,,GirthWeld,,,,2015
5036.21,,GirthWeld,,,,2015
5076.28,,GirthWeld,,,,2015
5106.79,,GirthWeld,,,,2015
5146.85,,GirthWeld,,,,2015
5186.99,,GirthWeld,,,,2015
5207.38,,AGM,,,,2015
5225.78,,GirthWeld,,,,2015
5265.88,,GirthWeld,,,,2015
5305.93,,GirthWeld,,,,2015
5346.04,,GirthWeld,,,,2015
5386.2,,GirthWeld,,,,2015
5426.28,,GirthWeld,,,,2015
5449.19,,GirthWeld,,,,2015
5489.32,,GirthWeld,,,,2015
5529.39,,GirthWeld,,,,2015
5552.35,,GirthWeld,,,,2015
5592.44,,GirthWeld,,,,2015
5607.75,,GirthWeld,,,,2015
5647.81,,GirthWeld,,,,2015
5687.87,,GirthWeld,,,,2015
5727.92,,GirthWeld,,,,2015
5754.37,,GirthWeld,,,,2015
5794.37,,GirthWeld,,,,2015
5834.42,,GirthWeld,,,,2015
5874.45,,GirthWeld,,,,2015
5914.54,,GirthWeld,,,,2015
5954.62,,GirthWeld,,,,2015
5994.65,,GirthWeld,,,,2015
6034.71,,GirthWeld,,,,2015
6071.64,,GirthWeld,,,,2015
6111.68,,GirthWeld,,,,2015
6151.73,,GirthWeld,,,,2015
6191.74,,GirthWeld,,,,2015
6231.78,,GirthWeld,,,,2015
6271.85,,GirthWeld,,,,2015
6311.77,,GirthWeld,,,,2015
6351.91,,GirthWeld,,,,2015
6392.02,,GirthWeld,,,,2015
6411.38,,GirthWeld,,,,2015
6451.32,,GirthWeld,,,,2015
6491.33,,GirthWeld,,,,2015
6531.29,,GirthWeld,,,,2015
6571.3,,GirthWeld,,,,2015
6611.29,,GirthWeld,,,,2015
6651.22,,GirthWeld,,,,2015
6691.21,,GirthWeld,,,,2015
6731.14,,GirthWeld,,,,2015
6771.13,,GirthWeld,,,,2015
6803.11,,GirthWeld,,,,2015
6843.2,,GirthWeld,,,,2015
6863.86,,GirthWeld,,,,2015
6903.85,,GirthWeld,,,,2015
6943.85,,GirthWeld,,,,2015
6983.77,,GirthWeld,,,,2015
7016.64,,GirthWeld,,,,2015
7056.65,,GirthWeld,,,,2015
7096.68,,GirthWeld,,,,2015
7136.64,,GirthWeld,,,,2015
7176.67,,GirthWeld,,,,2015
7216.73,,GirthWeld,,,,2015
7256.79,,GirthWeld,,,,2015
7296.84,,GirthWeld,,,,2015
7301.09,12:00:00,Tap,,,,2015
7303.08,12:00:00,Tap,,,,2015
7336.88,,GirthWeld,,,,2015
7376.98,,GirthWeld,,,,2015
7417.07,,GirthWeld,,,,2015
7457.04,,GirthWeld,,,,2015
7497.1,,GirthWeld,,,,2015
7537.23,,GirthWeld,,,,2015
7577.32,,GirthWeld,,,,2015
7617.42,,GirthWeld,,,,2015
7657.51,,GirthWeld,,,,2015
7697.63,,GirthWeld,,,,2015
7737.73,,GirthWeld,,,,2015
7777.78,,GirthWeld,,,,2015
7788.68,,GirthWeld,,,,2015
7828.78,,GirthWeld,,,,2015
7868.87,,GirthWeld,,,,2015
7908.95,,GirthWeld,,,,2015
7948.8,,GirthWeld,,,,2015
7988.9,,GirthWeld,,,,2015
8029.06,,GirthWeld,,,,2015
8069.19,,GirthWeld,,,,2015
8109.22,,GirthWeld,,,,2015
8149.3,,GirthWeld,,,,2015
8189.36,,GirthWeld,,,,2015
8229.44,,GirthWeld,,,,2015
8269.53,,GirthWeld,,,,2015
8309.59,,GirthWeld,,,,2015
8349.7,,GirthWeld,,,,2015
8366.7,,AGM,,,,2015
8389.73,,GirthWeld,,,,2015
8429.85,,GirthWeld,,,,2015
8455.03,,GirthWeld,,,,2015
8495.11,,GirthWeld,,,,2015
8535.2,,GirthWeld,,,,2015
8575.28,,GirthWeld,,,,2015
8615.33,,GirthWeld,,,,2015
8655.39,,GirthWeld,,,,2015
8694.21,,GirthWeld,,,,2015
8734.21,,GirthWeld,,,,2015
8774.28,,GirthWeld,,,,2015
8814.34,,GirthWeld,,,,2015
8854.31,,GirthWeld,,,,2015
8894.31,,GirthWeld,,,,2015
8934.36,,GirthWeld,,,,2015
8972.21,,GirthWeld,,,,2015
9012.46,,GirthWeld,,,,2015
9052.64,,GirthWeld,,,,2015
9092.72,,GirthWeld,,,,2015
9132.76,,GirthWeld,,,,2015
9172.79,,GirthWeld,,,,2015
9212.83,,GirthWeld,,,,2015
9252.81,,GirthWeld,,,,2015
9292.73,,GirthWeld,,,,2015
9317.77,12:00:00,Tee,,,,2015
9332.89,,GirthWeld,,,,2015
9373.09,,GirthWeld,,,,2015
9412.95,,GirthWeld,,,,2015
9418.91,,Bend,,,,2015
9423.94,,GirthWeld,,,,2015
9452.13,09:26:00,metal loss,16.0,2.09,1.89,2015
9452.84,01:38:00,metal loss,13.0,1.1,1.58,2015
9453.04,02:58:00,metal loss,13.0,1.34,1.73,2015
9458.19,08:07:00,metal loss,17.0,1.22,1.81,2015
9458.78,08:05:00,metal loss,30.0,0.63,1.34,2015
9459.51,07:54:00,metal loss,23.0,0.94,1.69,2015
9459.88,05:14:00,metal loss,35.0,0.94,1.42,2015
9460.01,06:02:00,metal loss,39.0,1.42,1.81,2015
9464.58,,GirthWeld,,,,2015
9481.55,,GirthWeld,,,,2015
9502.04,,GirthWeld,,,,2015
9542.13,,GirthWeld,,,,2015
9582.24,,GirthWeld,,,,2015
9622.29,,GirthWeld,,,,2015
9662.34,,GirthWeld,,,,2015
9698.96,,GirthWeld,,,,2015
9739.09,,GirthWeld,,,,2015
9779.3,,GirthWeld,,,,2015
9783.62,,Bend,,,,2015
9787.19,,GirthWeld,,,,2015
9802.28,,GirthWeld,,,,2015
9837.86,,Attachment,,,,2015
9839.56,,Area Start Tee,,,,2015
9840.23,12:00:00,Tee,,,,2015
9841.02,,Area End Tee,,,,2015
9842.33,,GirthWeld,,,,2015
9846.62,,Attachment,,,,2015
9880.1,,GirthWeld,,,,2015
9920.18,,GirthWeld,,,,2015
9960.23,,GirthWeld,,,,2015
10000.25,,GirthWeld,,,,2015
10040.32,,GirthWeld,,,,2015
10080.65,,GirthWeld,,,,2015
10119.99,06:21:00,cluster,20.0,0.96,4.86,2015
10121.04,,GirthWeld,,,,2015
10134.53,,GirthWeld,,,,2015
10174.6,,GirthWeld,,,,2015
10214.78,,GirthWeld,,,,2015
10254.92,,GirthWeld,,,,2015
10295.13,,GirthWeld,,,,2015
10335.22,,GirthWeld,,,,2015
10375.3,,GirthWeld,,,,2015
10395.84,,GirthWeld,,,,2015
10435.89,,GirthWeld,,,,2015
10460.1,,AGM,,,,2015
10475.98,,GirthWeld,,,,2015
10515.15,04:28:00,metal loss,10.0,0.94,2.36,2015
10516.03,,GirthWeld,,,,2015
10556.14,,GirthWeld,,,,2015
10584.12,06:13:00,metal loss,12.0,1.02,1.73,2015
10584.2,04:33:00,metal loss,10.0,0.79,1.5,2015
10584.2,05:41:00,metal loss,13.0,0.59,0.98,2015
10584.75,07:08:00,metal loss,13.0,0.79,1.18,2015
10586.57,04:20:00,cluster,33.0,1.8,3.5,2015
10586.97,04:26:00,metal loss,12.0,1.3,2.09,2015
10587.15,06:02:00,metal loss,12.0,0.59,1.42,2015
10587.34,04:23:00,metal loss,20.0,0.47,1.26,2015
10587.56,04:35:00,metal loss,13.0,0.55,0.98,2015
10587.75,04:17:00,metal loss,10.0,1.18,1.1,2015
10587.92,04:21:00,metal loss,13.0,0.43,1.22,2015
10587.98,04:16:00,metal loss,22.0,1.18,2.21,2015
10588.2,04:06:00,metal loss,13.0,0.94,1.69,2015
10588.47,04:14:00,cluster,45.0,1.85,2.37,2015
10588.75,04:25:00,metal loss,16.0,0.51,1.97,2015
10588.9,04:30:00,metal loss,19.0,0.47,0.91,2015
10589.03,04:37:00,metal loss,20.0,1.18,2.4,2015
10589.43,05:52:00,metal loss,10.0,1.65,2.21,2015
10593.83,06:00:00,Attachment,,,,2015
10595.34,06:32:00,metal loss,13.0,0.47,1.02,2015
10595.48,06:25:00,metal loss,35.0,1.02,2.6,2015
10595.49,03:47:00,metal loss,50.0,0.67,2.17,2015
10596.33,,GirthWeld,,,,2015
10597.14,05:16:00,metal loss,11.0,0.55,1.89,2015
10597.21,06:00:00,Attachment,,,,2015
10630.49,12:00:00,Tap,,,,2015
10632.49,12:00:00,Tap,,,,2015
10636.39,,GirthWeld,,,,2015
10676.48,,GirthWeld,,,,2015
10716.58,,GirthWeld,,,,2015
10755.34,,GirthWeld,,,,2015
10755.92,05:13:00,cluster,20.0,1.8,2.89,2015
10756.35,03:58:00,metal loss,10.0,0.75,1.46,2015
10775.14,,GirthWeld,,,,2015
10815.48,,GirthWeld,,,,2015
10855.52,,GirthWeld,,,,2015
10895.55,,GirthWeld,,,,2015
10935.57,,GirthWeld,,,,2015
10975.62,,GirthWeld,,,,2015
11015.67,,GirthWeld,,,,2015
11055.71,,GirthWeld,,,,2015
11060.0,03:24:00,metal loss manufacturing,15.0,0.39,0.63,2015
11095.72,,GirthWeld,,,,2015
11135.74,,GirthWeld,,,,2015
11175.73,,GirthWeld,,,,2015
11215.76,,GirthWeld,,,,2015
11255.83,,GirthWeld,,,,2015
11295.9,,GirthWeld,,,,2015
11335.96,,GirthWeld,,,,2015
11376.04,,GirthWeld,,,,2015
11416.08,,GirthWeld,,,,2015
11456.24,,GirthWeld,,,,2015
11496.38,,GirthWeld,,,,2015
11536.46,,GirthWeld,,,,2015
11576.56,,GirthWeld,,,,2015
11615.85,09:59:00,metal loss,10.0,0.51,1.42,2015
11615.97,,GirthWeld,,,,2015
11655.8,,GirthWeld,,,,2015
11695.83,,GirthWeld,,,,2015
11735.85,,GirthWeld,,,,2015
11775.89,,GirthWeld,,,,2015
11815.91,,GirthWeld,,,,2015
11855.91,,GirthWeld,,,,2015
11895.94,,GirthWeld,,,,2015
11936.0,,GirthWeld,,,,2015
11976.04,,GirthWeld,,,,2015
12016.1,,GirthWeld,,,,2015
12056.09,,GirthWeld,,,,2015
12096.09,,GirthWeld,,,,2015
12136.11,,GirthWeld,,,,2015
12176.05,,GirthWeld,,,,2015
12195.91,10:32:00,metal loss,10.0,2.21,1.61,2015
12216.01,,GirthWeld,,,,2015
12256.05,,GirthWeld,,,,2015
12296.1,,GirthWeld,,,,2015
12336.12,,GirthWeld,,,,2015
12376.08,,GirthWeld,,,,2015
12409.59,,GirthWeld,,,,2015
12427.16,07:54:00,metal loss manufacturing,16.0,2.17,1.73,2015
12449.51,,GirthWeld,,,,2015
12489.48,,GirthWeld,,,,2015
12529.5,,GirthWeld,,,,2015
12569.49,,GirthWeld,,,,2015
12597.28,,GirthWeld,,,,2015
12637.46,,GirthWeld,,,,2015
12644.17,,Bend,,,,2015
12650.16,,GirthWeld,,,,2015
12679.07,,GirthWeld,,,,2015
12719.12,,GirthWeld,,,,2015
12759.17,,GirthWeld,,,,2015
12799.18,,GirthWeld,,,,2015
12839.18,,GirthWeld,,,,2015
12879.25,,GirthWeld,,,,2015
12919.27,,GirthWeld,,,,2015
12959.37,,GirthWeld,,,,2015
12999.29,,GirthWeld,,,,2015
13035.04,,GirthWeld,,,,2015
13075.02,,GirthWeld,,,,2015
13115.05,,GirthWeld,,,,2015
13155.1,,GirthWeld,,,,2015
13155.91,03:20:00,metal loss,12.0,0.59,1.34,2015
13155.93,07:07:00,metal loss,24.0,1.61,3.7,2015
13156.18,03:29:00,metal loss,23.0,0.67,1.3,2015
13195.16,,GirthWeld,,,,2015
13235.17,,GirthWeld,,,,2015
13275.22,,GirthWeld,,,,2015
13315.19,,GirthWeld,,,,2015
13355.24,,GirthWeld,,,,2015
13394.44,06:05:00,metal loss,10.0,0.63,1.22,2015
13394.44,01:43:00,metal loss,25.0,0.71,3.23,2015
13395.4,,GirthWeld,,,,2015
13403.12,,Bend,,,,2015
13409.71,,GirthWeld,,,,2015
13450.09,,GirthWeld,,,,2015
13490.17,,GirthWeld,,,,2015
13530.24,,GirthWeld,,,,2015
13570.27,,GirthWeld,,,,2015
13610.44,,GirthWeld,,,,2015
13618.82,,AGM,,,,2015
13645.56,03:40:00,metal loss,11.0,0.71,1.46,2015
13645.75,05:19:00,metal loss,16.0,0.55,1.02,2015
13647.91,,GirthWeld,,,,2015
13686.89,,GirthWeld,,,,2015
13726.94,,GirthWeld,,,,2015
13751.23,,GirthWeld,,,,2015
13791.16,,GirthWeld,,,,2015
13831.31,,GirthWeld,,,,2015
13852.54,01:36:00,metal loss,10.0,0.39,0.59,2015
13853.79,01:28:00,metal loss,14.0,1.26,0.79,2015
13853.93,10:36:00,metal loss,14.0,0.47,0.94,2015
13871.43,,GirthWeld,,,,2015
13911.58,,GirthWeld,,,,2015
13951.67,,GirthWeld,,,,2015
13962.95,,GirthWeld,,,,2015
14002.02,06:45:00,metal loss,12.0,0.51,1.26,2015
14003.03,,GirthWeld,,,,2015
14030.23,,GirthWeld,,,,2015
14037.59,,Bend,,,,2015
14044.12,,GirthWeld,,,,2015
14057.38,,GirthWeld,,,,2015
14097.51,,GirthWeld,,,,2015
14137.56,,GirthWeld,,,,2015
14177.74,,GirthWeld,,,,2015
14185.37,,Bend,,,,2015
14192.65,,GirthWeld,,,,2015
14215.54,,GirthWeld,,,,2015
14255.62,,GirthWeld,,,,2015
14295.73,,GirthWeld,,,,2015
14335.77,,GirthWeld,,,,2015
14375.79,,GirthWeld,,,,2015
14415.89,,GirthWeld,,,,2015
14455.91,,GirthWeld,,,,2015
14495.99,,GirthWeld,,,,2015
14536.06,,GirthWeld,,,,2015
14576.18,,GirthWeld,,,,2015
14616.24,,GirthWeld,,,,2015
14630.88,06:27:00,Dent,,27.54,8.38,2015
14656.33,,GirthWeld,,,,2015
14696.18,,GirthWeld,,,,2015
14703.07,,GirthWeld,,,,2015
14741.05,,GirthWeld,,,,2015
14751.62,09:41:00,metal loss,29.0,0.71,1.18,2015
14751.84,09:40:00,metal loss,29.0,0.83,1.38,2015
14753.1,02:35:00,metal loss,19.0,0.67,1.1,2015
14753.35,02:37:00,cluster,16.0,1.64,1.17,2015
14753.65,02:36:00,metal loss,22.0,0.98,1.38,2015
14753.91,02:19:00,metal loss,12.0,0.47,0.94,2015
14754.98,09:48:00,metal loss,12.0,2.21,1.18,2015
14757.57,09:29:00,metal loss,11.0,0.94,2.01,2015
14770.67,,GirthWeld,,,,2015
14776.84,,GirthWeld,,,,2015
14816.3,,GirthWeld,,,,2015
14856.33,,GirthWeld,,,,2015
14896.33,,GirthWeld,,,,2015
14902.4,,GirthWeld,,,,2015
14909.43,02:22:00,metal loss,11.0,0.67,1.18,2015
14921.6,,GirthWeld,,,,2015
14932.19,01:18:00,metal loss,27.0,0.55,1.3,2015
14934.69,12:47:00,metal loss,14.0,1.89,2.17,2015
14945.13,01:04:00,metal loss,36.0,0.59,1.26,2015
14945.33,01:18:00,metal loss,44.0,0.71,1.38,2015
14957.97,,GirthWeld,,,,2015
14960.09,06:45:00,metal loss,19.0,1.89,0.59,2015
14960.67,04:46:00,metal loss,10.0,0.75,3.19,2015
14960.83,05:21:00,metal loss,10.0,1.3,3.42,2015
14960.84,,Area Start Installation,,,,2015
14960.87,05:14:00,metal loss,24.0,1.02,0.59,2015
14961.27,04:46:00,metal loss,13.0,1.26,1.42,2015
14961.58,03:00:00,Tap,,,,2015
14964.96,,Valve,,,,2015
14966.01,05:57:00,metal loss,11.0,2.4,1.38,2015
14966.13,06:28:00,metal loss,10.0,1.69,1.42,2015
14966.41,05:40:00,metal loss,19.0,0.71,0.83,2015
14966.55,05:47:00,metal loss,13.0,0.59,0.71,2015
14966.93,03:00:00,Tap,,,,2015
14967.06,04:41:00,cluster,51.0,1.74,5.2,2015
14967.49,05:01:00,metal loss,19.0,1.69,1.5,2015
14967.51,05:45:00,metal loss,14.0,2.24,0.71,2015
14967.92,05:49:00,cluster,24.0,2.7,3.1,2015
14968.06,07:36:00,metal loss,10.0,0.79,1.53,2015
14968.27,,Area End Installation,,,,2015
14968.31,04:12:00,metal loss,15.0,0.87,1.38,2015
14968.48,06:58:00,metal loss,12.0,1.69,1.34,2015
14968.53,07:30:00,metal loss,19.0,1.34,1.42,2015
14968.58,06:03:00,metal loss,15.0,1.5,1.38,2015
14968.83,04:13:00,metal loss,10.0,1.61,1.65,2015
14969.41,06:58:00,metal loss,11.0,0.63,0.59,2015
14969.63,05:25:00,metal loss,11.0,0.87,1.22,2015
14969.81,04:11:00,cluster,26.0,1.93,8.36,2015
14970.01,06:47:00,metal loss,15.0,1.02,0.94,2015
14970.12,04:03:00,metal loss,11.0,1.46,2.99,2015
14970.17,04:46:00,metal loss,14.0,1.58,1.18,2015
14970.57,04:51:00,metal loss,10.0,1.3,2.87,2015
14970.58,04:09:00,metal loss,22.0,1.14,1.34,2015
14971.82,03:52:00,metal loss,13.0,1.02,1.06,2015
14971.85,02:38:00,metal loss,13.0,1.14,2.09,2015
14972.08,,GirthWeld,,,,2015
14972.17,05:43:00,metal loss,40.0,0.99,3.03,2015
14972.34,03:37:00,metal loss,14.0,0.79,0.59,2015
14972.35,03:01:00,metal loss,11.0,0.94,2.36,2015
14973.7,04:51:00,cluster,27.0,2.17,3.77,2015
14974.16,02:58:00,metal loss,21.0,0.67,1.38,2015
14974.26,03:47:00,metal loss,10.0,1.93,2.32,2015
14974.97,06:00:00,Attachment,,,,2015
14985.3,,GirthWeld,,,,2015
15015.82,01:55:00,metal loss,15.0,0.59,1.02,2015
15024.47,05:19:00,metal loss,11.0,0.87,0.59,2015
15024.48,03:02:00,metal loss,10.0,0.59,2.48,2015
15024.49,07:56:00,metal loss,10.0,0.75,1.81,2015
15025.35,,GirthWeld,,,,2015
15026.16,12:59:00,metal loss,11.0,0.83,1.42,2015
15049.79,08:45:00,metal loss,13.0,0.67,1.38,2015
15052.42,08:44:00,metal loss,10.0,2.13,1.93,2015
15053.37,08:49:00,metal loss,17.0,0.79,1.02,2015
15053.89,08:50:00,metal loss,13.0,0.43,0.94,2015
15054.91,08:51:00,metal loss,12.0,0.83,1.26,2015
15054.95,08:14:00,metal loss,18.0,0.67,1.06,2015
15055.17,08:34:00,cluster,30.0,2.22,2.95,2015
15055.67,08:05:00,metal loss,23.0,1.58,1.77,2015
15055.7,08:47:00,metal loss,46.0,1.18,1.61,2015
15056.04,08:52:00,metal loss,13.0,1.85,1.1,2015
15056.15,08:04:00,cluster,21.0,2.09,3.21,2015
15059.49,09:00:00,metal loss,17.0,1.89,1.38,2015
15061.44,09:54:00,metal loss,15.0,0.83,1.22,2015
15065.38,,GirthWeld,,,,2015
15069.47,03:53:00,metal loss,23.0,1.61,2.91,2015
15069.74,03:53:00,metal loss,10.0,0.75,1.61,2015
15073.61,05:10:00,metal loss,10.0,0.75,1.38,2015
15073.85,05:12:00,metal loss,19.0,0.75,1.5,2015
15074.02,05:33:00,metal loss,20.0,0.71,1.3,2015
15074.18,05:40:00,metal loss,26.0,0.59,0.94,2015
15076.11,12:42:00,metal loss,10.0,0.35,0.67,2015
15076.28,12:17:00,metal loss,20.0,0.75,2.01,2015
15086.08,04:14:00,metal loss,12.0,0.87,2.17,2015
15086.22,03:07:00,metal loss,22.0,0.67,1.02,2015
15086.47,05:07:00,metal loss,10.0,0.55,0.94,2015
15086.61,05:06:00,metal loss,10.0,0.67,0.79,2015
15092.78,08:15:00,metal loss,41.0,0.67,1.1,2015
15092.97,07:57:00,metal loss,11.0,0.83,0.63,2015
15092.99,08:17:00,metal loss,31.0,0.98,1.38,2015
15093.89,06:19:00,metal loss,10.0,1.38,1.89,2015
15093.97,09:19:00,metal loss,10.0,0.59,1.06,2015
15094.86,01:08:00,metal loss,19.0,0.67,1.61,2015
15094.95,09:16:00,metal loss,27.0,0.47,0.94,2015
15095.07,09:09:00,metal loss,49.0,1.02,1.89,2015
15095.29,09:22:00,cluster,43.0,1.38,1.78,2015
15095.63,09:30:00,metal loss,29.0,0.51,1.02,2015
15095.94,06:10:00,metal loss,14.0,1.93,2.05,2015
15096.31,12:14:00,metal loss,10.0,0.59,1.02,2015
15096.88,09:05:00,metal loss,40.0,0.75,1.36,2015
15097.09,08:59:00,metal loss,30.0,1.65,1.97,2015
15098.37,09:10:00,cluster,38.0,3.24,1.38,2015
15098.86,08:57:00,metal loss,13.0,0.55,0.94,2015
15104.59,03:08:00,cluster,17.0,0.83,8.9,2015
15105.49,,GirthWeld,,,,2015
15106.27,11:43:00,metal loss,14.0,0.59,1.3,2015
15145.46,,GirthWeld,,,,2015
15184.5,02:21:00,metal loss,11.0,1.02,2.01,2015
15184.5,04:16:00,metal loss,10.0,0.79,2.24,2015
15184.54,05:08:00,metal loss,24.0,0.71,2.05,2015
15185.39,,GirthWeld,,,,2015
15186.2,03:10:00,metal loss,10.0,1.1,2.44,2015
15225.33,,GirthWeld,,,,2015
15263.79,07:45:00,metal loss,14.0,0.98,5.08,2015
15264.67,,GirthWeld,,,,2015
15275.43,02:41:00,metal loss,12.0,0.55,1.1,2015
15275.43,09:07:00,metal loss,10.0,1.22,1.81,2015
15275.44,03:17:00,metal loss,18.0,1.5,5.2,2015
15275.45,08:01:00,metal loss,17.0,1.1,2.79,2015
15275.56,,GirthWeld,,,,2015
15285.68,,GirthWeld,,,,2015
15290.67,,Bend,,,,2015
15294.95,,GirthWeld,,,,2015
15295.63,02:23:00,metal loss,10.0,1.38,2.72,2015
